file,difficulty,average_tempo,average_bpm,note_count,tick_count,note_density,tempo_deviation,unique_note_count,total_duration,overlapping_notes,chord_density,duration_per_note,tempo_complexity,notes_per_second,hand_independence,odd_time_signature_count,consecutive_note_std,pitch_range,average_polyphony,tempo_change_count,max_polyphony,note_transitions
Scarlatti - K088.csv,1.0,500000.0,120.0,2660,313344,0.0084890727124183,0.0,46,313344,1451,0.5454887218045112,0.0001468035130718,0.0,8.4890727124183,0.0,0,179.39518338294386,48.0,2.2334172963895886,1,8,26873.609523809497
Scarlatti - K088.csv,1.0,500000.0,120.0,2660,313344,0.0084890727124183,0.0,46,313344,1451,0.5454887218045112,0.0001468035130718,0.0,8.4890727124183,0.0,0,179.39518338294386,48.0,2.2334172963895886,1,8,26873.609523809497
Scarlatti - K034.csv,1.0,500000.0,120.0,227,35328,0.0064254981884057,0.0,34,35328,71,0.3127753303964757,0.0009624094202898,0.0,6.425498188405797,0.0,0,112.76727708306,44.0,1.455128205128205,1,3,3713.0
Scarlatti - K034.csv,1.0,500000.0,120.0,227,35328,0.0064254981884057,0.0,34,35328,71,0.3127753303964757,0.0009624094202898,0.0,6.425498188405797,0.0,0,112.76727708306,44.0,1.455128205128205,1,3,3713.0
Bach - The Art of the Fugue BWV1080.csv,4.5,598535.3257942195,100.24470973435643,66008,1084170,0.0608834407888061,120122.36322178296,53,3235710,44875,0.6798418373530482,1.6379712644211008e-05,0.2006938572295427,20.399850419227928,0.4271730040828373,2,35.49284201510538,53.0,3.246987062816666,810,12,343419.7666666663
Beethoven - Sonata in Bflat Major Op.106.csv,4.5,541429.5348409634,110.8177447645594,1888,62130,0.0303878963463705,150870.74176787568,70,185768,453,0.2399364406779661,0.0003768140906937,0.2786525892278699,10.163214331854787,0.1960497439648866,3,51.34447547295504,72.0,1.3811265544989026,725,4,38149.833333333336
Chopin - Etude Op.10 No.11.csv,4.5,600000.0,100.0,3926,28352,0.1384734762979683,0.0,57,28352,227,0.0578196637799286,0.0020104401805869,0.0,138.4734762979684,0.0,0,7.385266670006874,65.0,1.061367937280346,1,3,37010.0
Chopin - Etude Op.10 No.11.csv,4.5,600000.0,100.0,3926,28352,0.1384734762979683,0.0,57,28352,227,0.0578196637799286,0.0020104401805869,0.0,138.4734762979684,0.0,0,7.385266670006874,65.0,1.061367937280346,1,3,37010.0
Chopin - Op.53 Polonaise in A flat Heroic.csv,4.5,522807.7117680501,114.76494827723528,12356,88960,0.1388938848920863,64624.80738317177,74,176225,2194,0.1775655551958562,0.0004199177188253,0.1236110446126,70.11490991630019,0.0,0,12.435113282694031,75.0,1.2231241338348842,784,6,118991.09999999996
Debussy - Mouvement from Imafesl.csv,4.5,1500000.0,40.0,3431,31188,0.1100102603565473,0.0,68,31188,1126,0.3281842028563101,0.0021803257663203,0.0,110.0102603565474,0.0,0,8.120086140337104,74.0,1.5789231477220431,1,8,32328.12857142856
Ravel - Jeux dEau.csv,4.5,600000.0,100.0,3941,133433,0.0295354222718517,0.0,74,133433,172,0.0436437452423242,0.000554585447378,0.0,29.535422271851797,0.0,0,40.13913945816136,85.0,1.0459129511677283,1,5,36455.0
Scarlatti - K120.csv,4.5,500000.0,120.0,1462,130560,0.0111979166666666,0.0,44,130560,703,0.4808481532147742,0.0003370098039215,0.0,11.197916666666666,0.0,0,89.06225917206672,50.0,1.9262187088274043,1,5,17777.166666666675
Scarlatti - K140.csv,4.5,500000.0,120.0,1153,104448,0.0110389859068627,0.0,45,104448,528,0.4579358196010407,0.0004308363970588,0.0,11.038985906862743,0.0,0,127.0379842223328,53.0,1.8536977491961413,1,5,13215.833333333336
Scarlatti - K299.csv,4.5,500000.0,120.0,1085,84480,0.0128432765151515,0.0,47,84480,591,0.5447004608294931,0.0005563446969696,0.0,12.843276515151514,0.0,0,87.4894348561177,50.0,2.196356275303644,1,5,18603.566666666666
Schubert - Fantasie D760 3mov Wanderer.csv,4.5,477970.7405681314,125.53069656247592,7360,253440,0.029040404040404,59475.41139055759,73,759520,4800,0.6521739130434783,9.611333473772908e-05,0.1244331636699418,9.69033073520118,0.4576080853453116,1,75.56440040513199,73.0,4.132509825940483,1207,14,38828.7904761905
Schubert - Fantasie D760 3mov Wanderer.csv,4.5,477970.7405681314,125.53069656247592,7360,253440,0.029040404040404,59475.41139055759,73,759520,4800,0.6521739130434783,9.611333473772908e-05,0.1244331636699418,9.69033073520118,0.4576080853453116,1,75.56440040513199,73.0,4.132509825940483,1207,14,38828.7904761905
Schubert - Fantasie D760 4mov Wanderer.csv,4.5,416934.6799907578,143.90743413651754,7228,236160,0.0306063685636856,31585.67359111861,72,706747,4890,0.676535694521306,0.0001018752113556,0.0757568873661907,10.22713927331846,0.4811320754716981,0,72.60742669387497,72.0,3.788259958071279,986,12,46402.311904761926
Schubert - Fantasie D760 4mov Wanderer.csv,4.5,416934.6799907578,143.90743413651754,7228,236160,0.0306063685636856,31585.67359111861,72,706747,4890,0.676535694521306,0.0001018752113556,0.0757568873661907,10.22713927331846,0.4811320754716981,0,72.60742669387497,72.0,3.788259958071279,986,12,46402.311904761926
Schumann - Abegg Variations op1.csv,4.5,458199.168691778,130.94742221228444,11234,393000,0.0285852417302799,165806.3453351703,73,1179000,6264,0.5575930211856863,6.191687871077184e-05,0.361865225134673,9.5284139100933,0.3389046027256364,3,71.25482584988195,72.0,2.888660323990743,2736,11,86827.41666666673
Prokofiev - Tocccata for Piano.csv,5.0,428571.0,140.00014000014,4688,86782,0.0540204189808946,0.0,82,173564,2821,0.6017491467576792,0.0004724482035445,0.0,27.01020949044733,0.2617124394184168,0,23.41980260700733,92.0,2.524501884760366,1,6,44629.666666666686
Ravel - Alborada del Gracioso.csv,5.0,488475.6566906767,122.83109542548712,4390,381620,0.0115035899585975,156782.49972271133,78,763220,1066,0.2428246013667426,0.0001021985797017,0.3209627697414461,5.751945703728937,0.0,9,160.3657863251314,84.0,1.458471760797342,605,10,58795.56825396836
Schumann - Schuman Toccata op7.csv,5.0,526171.4842180382,114.03126509063505,8587,782856,0.0109688116333016,67002.8120843448,74,3131424,2669,0.3108186793990916,2.363142135973921e-05,0.1273402571101321,2.742202908325414,0.7950016886187099,0,129.85183264753945,77.0,2.900033772374198,49,8,62440.99404761905
