tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,control,value,channel,program,note,velocity
33678,control_change,,,,,4,0,1,,,,64,0,0,,,
33700,set_tempo,,,,,44,1,0,,495868,,,,,,,
33702,set_tempo,,,,,2,1,0,,487805,,,,,,,
33706,control_change,,,,,28,0,1,,,,64,127,0,,,
33708,note_on,,,,,2,0,1,,,,,,0,,81,0
33717,note_on,,,,,9,0,1,,,,,,0,,69,0
33720,note_on,,,,,3,0,1,,,,,,0,,52,42
33725,note_on,,,,,5,0,1,,,,,,0,,42,0
33737,note_on,,,,,12,0,1,,,,,,0,,54,72
33738,note_on,,,,,1,0,1,,,,,,0,,52,0
33754,note_on,,,,,16,0,1,,,,,,0,,54,0
33756,set_tempo,,,,,54,1,0,,483871,,,,,,,
33771,note_on,,,,,17,0,1,,,,,,0,,45,79
33774,note_on,,,,,3,0,1,,,,,,0,,90,100
33776,note_on,,,,,2,0,1,,,,,,0,,78,91
33778,control_change,,,,,2,0,1,,,,64,0,0,,,
33803,note_on,,,,,25,0,1,,,,,,0,,54,65
33810,set_tempo,,,,,54,1,0,,480000,,,,,,,
33813,control_change,,,,,10,0,1,,,,64,127,0,,,
33824,note_on,,,,,11,0,1,,,,,,0,,45,0
33838,note_on,,,,,14,0,1,,,,,,0,,57,76
33840,note_on,,,,,2,0,1,,,,,,0,,54,0
33854,note_on,,,,,14,0,1,,,,,,0,,57,0
33862,set_tempo,,,,,52,1,0,,476190,,,,,,,
33874,note_on,,,,,20,0,1,,,,,,0,,48,66
33878,control_change,,,,,4,0,1,,,,64,0,0,,,
33907,control_change,,,,,29,0,1,,,,64,127,0,,,
33910,note_on,,,,,3,0,1,,,,,,0,,57,67
33916,set_tempo,,,,,54,1,0,,472441,,,,,,,
33917,note_on,,,,,7,0,1,,,,,,0,,48,0
33928,note_on,,,,,11,0,1,,,,,,0,,60,71
33930,note_on,,,,,2,0,1,,,,,,0,,90,0
33937,note_on,,,,,7,0,1,,,,,,0,,78,0
33938,note_on,,,,,1,0,1,,,,,,0,,57,0
33947,note_on,,,,,9,0,1,,,,,,0,,60,0
33960,note_on,,,,,13,0,1,,,,,,0,,89,77
33962,note_on,,,,,2,0,1,,,,,,0,,51,88
33964,note_on,,,,,2,0,1,,,,,,0,,77,73
33969,control_change,,,,,5,0,1,,,,64,0,0,,,
33970,set_tempo,,,,,54,1,0,,468750,,,,,,,
33995,note_on,,,,,26,0,1,,,,,,0,,60,72
33996,control_change,,,,,1,0,1,,,,64,127,0,,,
34010,note_on,,,,,14,0,1,,,,,,0,,89,0
34013,note_on,,,,,3,0,1,,,,,,0,,51,0
34017,note_on,,,,,4,0,1,,,,,,0,,77,0
34022,note_on,,,,,5,0,1,,,,,,0,,63,73
34022,set_tempo,,,,,52,1,0,,465116,,,,,,,
34030,note_on,,,,,8,0,1,,,,,,0,,60,0
34044,note_on,,,,,14,0,1,,,,,,0,,63,0
34058,note_on,,,,,14,0,1,,,,,,0,,53,65
34059,control_change,,,,,1,0,1,,,,64,0,0,,,
34060,note_on,,,,,1,0,1,,,,,,0,,74,77
34061,note_on,,,,,1,0,1,,,,,,0,,86,82
34076,note_on,,,,,15,0,1,,,,,,0,,74,0
34080,note_on,,,,,4,0,1,,,,,,0,,86,0
34082,control_change,,,,,2,0,1,,,,64,127,0,,,
34086,note_on,,,,,4,0,1,,,,,,0,,60,62
34109,note_on,,,,,23,0,1,,,,,,0,,53,0
34113,note_on,,,,,4,0,1,,,,,,0,,65,64
34119,note_on,,,,,6,0,1,,,,,,0,,87,81
34119,note_on,,,,,0,0,1,,,,,,0,,75,72
34120,note_on,,,,,1,0,1,,,,,,0,,60,0
34142,note_on,,,,,22,0,1,,,,,,0,,75,0
34143,note_on,,,,,1,0,1,,,,,,0,,87,0
34147,note_on,,,,,4,0,1,,,,,,0,,65,0
34151,note_on,,,,,4,0,1,,,,,,0,,57,66
34168,note_on,,,,,17,0,1,,,,,,0,,60,63
34186,note_on,,,,,18,0,1,,,,,,0,,89,78
34186,note_on,,,,,0,0,1,,,,,,0,,77,74
34201,note_on,,,,,15,0,1,,,,,,0,,66,59
34209,note_on,,,,,8,0,1,,,,,,0,,89,0
34212,control_change,,,,,3,0,1,,,,64,0,0,,,
34215,note_on,,,,,3,0,1,,,,,,0,,77,0
34218,note_on,,,,,3,0,1,,,,,,0,,60,0
34222,note_on,,,,,4,0,1,,,,,,0,,57,0
34225,control_change,,,,,3,0,1,,,,64,127,0,,,
34239,note_on,,,,,14,0,1,,,,,,0,,66,0
34249,note_on,,,,,10,0,1,,,,,,0,,54,81
34254,set_tempo,,,,,232,1,0,,458015,,,,,,,
34254,note_on,,,,,5,0,1,,,,,,0,,87,86
34255,note_on,,,,,1,0,1,,,,,,0,,75,81
34258,set_tempo,,,,,4,1,0,,458015,,,,,,,
34266,set_tempo,,,,,8,1,0,,461538,,,,,,,
34274,set_tempo,,,,,8,1,0,,465116,,,,,,,
34282,note_on,,,,,27,0,1,,,,,,0,,87,0
34282,set_tempo,,,,,8,1,0,,468750,,,,,,,
34284,note_on,,,,,2,0,1,,,,,,0,,75,0
34286,note_on,,,,,2,0,1,,,,,,0,,63,70
34290,set_tempo,,,,,8,1,0,,472441,,,,,,,
34298,set_tempo,,,,,8,1,0,,476190,,,,,,,
34306,set_tempo,,,,,8,1,0,,480000,,,,,,,
34314,note_on,,,,,28,0,1,,,,,,0,,54,0
34314,set_tempo,,,,,8,1,0,,483871,,,,,,,
34316,note_on,,,,,2,0,1,,,,,,0,,66,63
34322,set_tempo,,,,,8,1,0,,487805,,,,,,,
34324,note_on,,,,,8,0,1,,,,,,0,,84,81
34325,note_on,,,,,1,0,1,,,,,,0,,72,80
34330,set_tempo,,,,,8,1,0,,491803,,,,,,,
34333,note_on,,,,,8,0,1,,,,,,0,,63,0
34338,note_on,,,,,5,0,1,,,,,,0,,66,0
34338,set_tempo,,,,,8,1,0,,495868,,,,,,,
34346,set_tempo,,,,,8,1,0,,500000,,,,,,,
34354,set_tempo,,,,,8,1,0,,504202,,,,,,,
34360,note_on,,,,,22,0,1,,,,,,0,,58,81
34362,set_tempo,,,,,8,1,0,,508475,,,,,,,
34365,note_on,,,,,5,0,1,,,,,,0,,84,0
34368,set_tempo,,,,,6,1,0,,512821,,,,,,,
34369,note_on,,,,,4,0,1,,,,,,0,,72,0
34376,set_tempo,,,,,8,1,0,,517241,,,,,,,
34376,control_change,,,,,7,0,1,,,,64,0,0,,,
34383,note_on,,,,,7,0,1,,,,,,0,,63,73
34384,set_tempo,,,,,8,1,0,,521739,,,,,,,
34392,set_tempo,,,,,8,1,0,,526316,,,,,,,
34396,control_change,,,,,13,0,1,,,,64,127,0,,,
34400,set_tempo,,,,,8,1,0,,530973,,,,,,,
34408,set_tempo,,,,,8,1,0,,535714,,,,,,,
34410,note_on,,,,,14,0,1,,,,,,0,,66,79
34414,note_on,,,,,4,0,1,,,,,,0,,58,0
34416,set_tempo,,,,,8,1,0,,540541,,,,,,,
34424,set_tempo,,,,,8,1,0,,545455,,,,,,,
34426,note_on,,,,,12,0,1,,,,,,0,,82,84
34426,note_on,,,,,0,0,1,,,,,,0,,70,81
34427,note_on,,,,,1,0,1,,,,,,0,,63,0
34428,note_on,,,,,1,0,1,,,,,,0,,66,0
34432,set_tempo,,,,,8,1,0,,550459,,,,,,,
34440,set_tempo,,,,,8,1,0,,555556,,,,,,,
34448,set_tempo,,,,,8,1,0,,560748,,,,,,,
34456,set_tempo,,,,,8,1,0,,566038,,,,,,,
34464,set_tempo,,,,,8,1,0,,571429,,,,,,,
34465,note_on,,,,,37,0,1,,,,,,0,,82,0
34466,note_on,,,,,1,0,1,,,,,,0,,70,0
34468,note_on,,,,,2,0,1,,,,,,0,,66,93
34470,note_on,,,,,2,0,1,,,,,,0,,54,85
34472,set_tempo,,,,,8,1,0,,576923,,,,,,,
34478,set_tempo,,,,,6,1,0,,582524,,,,,,,
34478,control_change,,,,,8,0,1,,,,64,0,0,,,
34482,set_tempo,,,,,4,1,0,,588235,,,,,,,
34486,set_tempo,,,,,4,1,0,,588235,,,,,,,
34490,set_tempo,,,,,4,1,0,,588235,,,,,,,
34500,set_tempo,,,,,10,1,0,,582524,,,,,,,
34506,control_change,,,,,28,0,1,,,,64,127,0,,,
34508,note_on,,,,,2,0,1,,,,,,0,,69,68
34510,set_tempo,,,,,10,1,0,,576923,,,,,,,
34520,set_tempo,,,,,10,1,0,,571429,,,,,,,
34524,note_on,,,,,16,0,1,,,,,,0,,66,0
34527,note_on,,,,,3,0,1,,,,,,0,,54,0
34528,set_tempo,,,,,8,1,0,,566038,,,,,,,
34537,note_on,,,,,10,0,1,,,,,,0,,72,68
34538,set_tempo,,,,,10,1,0,,560748,,,,,,,
34539,note_on,,,,,2,0,1,,,,,,0,,81,77
34541,note_on,,,,,2,0,1,,,,,,0,,69,0
34548,set_tempo,,,,,10,1,0,,555556,,,,,,,
34556,set_tempo,,,,,8,1,0,,550459,,,,,,,
34560,note_on,,,,,19,0,1,,,,,,0,,72,0
34566,set_tempo,,,,,10,1,0,,545455,,,,,,,
34567,note_on,,,,,7,0,1,,,,,,0,,63,90
34567,control_change,,,,,0,0,1,,,,64,0,0,,,
34569,note_on,,,,,2,0,1,,,,,,0,,51,88
34574,note_on,,,,,5,0,1,,,,,,0,,81,0
34576,set_tempo,,,,,10,1,0,,540541,,,,,,,
34586,set_tempo,,,,,10,1,0,,535714,,,,,,,
34594,set_tempo,,,,,8,1,0,,530973,,,,,,,
34594,control_change,,,,,20,0,1,,,,64,127,0,,,
34602,note_on,,,,,8,0,1,,,,,,0,,72,63
34604,set_tempo,,,,,10,1,0,,526316,,,,,,,
34614,set_tempo,,,,,10,1,0,,521739,,,,,,,
34616,note_on,,,,,14,0,1,,,,,,0,,63,0
34622,set_tempo,,,,,8,1,0,,517241,,,,,,,
34624,note_on,,,,,8,0,1,,,,,,0,,84,77
34628,note_on,,,,,4,0,1,,,,,,0,,51,0
34629,note_on,,,,,1,0,1,,,,,,0,,75,74
34632,set_tempo,,,,,10,1,0,,512821,,,,,,,
34633,note_on,,,,,4,0,1,,,,,,0,,72,0
34642,set_tempo,,,,,10,1,0,,508475,,,,,,,
34650,note_on,,,,,17,0,1,,,,,,0,,75,0
34651,note_on,,,,,1,0,1,,,,,,0,,84,0
34652,set_tempo,,,,,10,1,0,,504202,,,,,,,
34659,note_on,,,,,8,0,1,,,,,,0,,60,77
34660,set_tempo,,,,,8,1,0,,500000,,,,,,,
34660,note_on,,,,,1,0,1,,,,,,0,,48,87
34663,control_change,,,,,3,0,1,,,,64,0,0,,,
34670,set_tempo,,,,,10,1,0,,495868,,,,,,,
34680,set_tempo,,,,,10,1,0,,491803,,,,,,,
34688,set_tempo,,,,,8,1,0,,487805,,,,,,,
34690,note_on,,,,,27,0,1,,,,,,0,,75,79
34695,control_change,,,,,5,0,1,,,,64,127,0,,,
34703,note_on,,,,,8,0,1,,,,,,0,,48,0
34705,note_on,,,,,2,0,1,,,,,,0,,60,0
34717,note_on,,,,,12,0,1,,,,,,0,,87,70
34720,note_on,,,,,3,0,1,,,,,,0,,78,72
34725,note_on,,,,,5,0,1,,,,,,0,,75,0
34736,set_tempo,,,,,48,1,0,,483871,,,,,,,
34741,note_on,,,,,16,0,1,,,,,,0,,78,0
34746,note_on,,,,,5,0,1,,,,,,0,,87,0
34748,note_on,,,,,2,0,1,,,,,,0,,58,89
34750,note_on,,,,,2,0,1,,,,,,0,,46,87
34754,control_change,,,,,4,0,1,,,,64,0,0,,,
34781,note_on,,,,,27,0,1,,,,,,0,,76,66
34782,set_tempo,,,,,46,1,0,,480000,,,,,,,
34782,control_change,,,,,1,0,1,,,,64,127,0,,,
34803,note_on,,,,,21,0,1,,,,,,0,,58,0
34808,note_on,,,,,5,0,1,,,,,,0,,88,61
34810,note_on,,,,,0,0,1,,,,,,0,,79,76
34810,note_on,,,,,2,0,1,,,,,,0,,46,0
34814,note_on,,,,,4,0,1,,,,,,0,,76,0
34828,set_tempo,,,,,46,1,0,,476190,,,,,,,
34834,note_on,,,,,20,0,1,,,,,,0,,79,0
34836,control_change,,,,,2,0,1,,,,64,0,0,,,
34838,note_on,,,,,2,0,1,,,,,,0,,45,88
34839,note_on,,,,,1,0,1,,,,,,0,,57,86
34842,note_on,,,,,3,0,1,,,,,,0,,88,0
34864,note_on,,,,,22,0,1,,,,,,0,,45,0
34868,note_on,,,,,4,0,1,,,,,,0,,57,0
34872,note_on,,,,,4,0,1,,,,,,0,,77,69
34873,control_change,,,,,1,0,1,,,,64,127,0,,,
34874,set_tempo,,,,,46,1,0,,472441,,,,,,,
34898,note_on,,,,,25,0,1,,,,,,0,,89,78
34901,note_on,,,,,3,0,1,,,,,,0,,81,67
34904,note_on,,,,,3,0,1,,,,,,0,,77,0
34920,set_tempo,,,,,46,1,0,,468750,,,,,,,
34922,set_tempo,,,,,2,1,0,,472441,,,,,,,
34922,note_on,,,,,18,0,1,,,,,,0,,89,0
34925,control_change,,,,,3,0,1,,,,64,0,0,,,
34928,note_on,,,,,3,0,1,,,,,,0,,63,76
34929,note_on,,,,,1,0,1,,,,,,0,,81,0
34930,note_on,,,,,1,0,1,,,,,,0,,51,93
34956,control_change,,,,,26,0,1,,,,64,127,0,,,
34959,note_on,,,,,3,0,1,,,,,,0,,78,79
34962,note_on,,,,,3,0,1,,,,,,0,,63,0
34963,note_on,,,,,1,0,1,,,,,,0,,51,0
34988,note_on,,,,,25,0,1,,,,,,0,,90,70
34990,note_on,,,,,2,0,1,,,,,,0,,81,74
34997,note_on,,,,,7,0,1,,,,,,0,,78,0
35016,note_on,,,,,19,0,1,,,,,,0,,90,0
35020,control_change,,,,,4,0,1,,,,64,0,0,,,
35022,note_on,,,,,0,0,1,,,,,,0,,60,66
35022,note_on,,,,,2,0,1,,,,,,0,,81,0
35023,note_on,,,,,1,0,1,,,,,,0,,48,83
35049,note_on,,,,,26,0,1,,,,,,0,,60,0
35051,control_change,,,,,2,0,1,,,,64,127,0,,,
35052,note_on,,,,,1,0,1,,,,,,0,,75,62
35061,note_on,,,,,9,0,1,,,,,,0,,48,0
35077,note_on,,,,,16,0,1,,,,,,0,,87,54
35081,note_on,,,,,4,0,1,,,,,,0,,78,74
35088,note_on,,,,,7,0,1,,,,,,0,,75,0
35106,note_on,,,,,18,0,1,,,,,,0,,78,0
35109,note_on,,,,,3,0,1,,,,,,0,,45,92
35110,note_on,,,,,1,0,1,,,,,,0,,87,0
35110,note_on,,,,,0,0,1,,,,,,0,,57,88
35112,control_change,,,,,2,0,1,,,,64,0,0,,,
35137,note_on,,,,,25,0,1,,,,,,0,,78,71
35147,control_change,,,,,10,0,1,,,,64,127,0,,,
35150,note_on,,,,,3,0,1,,,,,,0,,57,0
35151,note_on,,,,,1,0,1,,,,,,0,,45,0
35164,note_on,,,,,13,0,1,,,,,,0,,81,71
35165,note_on,,,,,1,0,1,,,,,,0,,90,68
35168,note_on,,,,,3,0,1,,,,,,0,,78,0
35185,note_on,,,,,17,0,1,,,,,,0,,81,0
35198,control_change,,,,,0,0,1,,,,64,0,0,,,
35198,note_on,,,,,13,0,1,,,,,,0,,54,91
35200,note_on,,,,,2,0,1,,,,,,0,,90,0
35200,note_on,,,,,0,0,1,,,,,,0,,42,81
35227,note_on,,,,,27,0,1,,,,,,0,,81,67
35231,control_change,,,,,4,0,1,,,,64,127,0,,,
35242,note_on,,,,,11,0,1,,,,,,0,,54,0
35250,note_on,,,,,8,0,1,,,,,,0,,93,69
35251,note_on,,,,,1,0,1,,,,,,0,,85,76
35259,note_on,,,,,8,0,1,,,,,,0,,81,0
35260,note_on,,,,,1,0,1,,,,,,0,,42,0
35274,note_on,,,,,14,0,1,,,,,,0,,93,0
35277,note_on,,,,,3,0,1,,,,,,0,,85,0
35287,control_change,,,,,10,0,1,,,,64,0,0,,,
35288,note_on,,,,,1,0,1,,,,,,0,,40,83
35289,note_on,,,,,1,0,1,,,,,,0,,52,84
35308,note_on,,,,,19,0,1,,,,,,0,,82,77
35315,note_on,,,,,7,0,1,,,,,,0,,52,0
35320,note_on,,,,,5,0,1,,,,,,0,,40,0
35322,control_change,,,,,2,0,1,,,,64,127,0,,,
35339,note_on,,,,,17,0,1,,,,,,0,,94,84
35342,note_on,,,,,3,0,1,,,,,,0,,85,79
35348,note_on,,,,,6,0,1,,,,,,0,,82,0
35360,note_on,,,,,12,0,1,,,,,,0,,85,0
35365,note_on,,,,,5,0,1,,,,,,0,,94,0
35373,control_change,,,,,8,0,1,,,,64,0,0,,,
35374,note_on,,,,,1,0,1,,,,,,0,,39,87
35375,note_on,,,,,1,0,1,,,,,,0,,51,95
35404,note_on,,,,,0,0,1,,,,,,0,,83,69
35404,note_on,,,,,29,0,1,,,,,,0,,39,0
35405,note_on,,,,,1,0,1,,,,,,0,,51,0
35410,control_change,,,,,5,0,1,,,,64,127,0,,,
35439,note_on,,,,,29,0,1,,,,,,0,,95,74
35441,note_on,,,,,2,0,1,,,,,,0,,87,81
35449,note_on,,,,,8,0,1,,,,,,0,,83,0
35467,note_on,,,,,18,0,1,,,,,,0,,87,0
35468,note_on,,,,,1,0,1,,,,,,0,,57,92
35469,note_on,,,,,1,0,1,,,,,,0,,45,90
35471,note_on,,,,,2,0,1,,,,,,0,,95,0
35472,control_change,,,,,1,0,1,,,,64,0,0,,,
35498,note_on,,,,,26,0,1,,,,,,0,,84,62
35499,note_on,,,,,1,0,1,,,,,,0,,57,0
35502,note_on,,,,,3,0,1,,,,,,0,,45,0
35504,control_change,,,,,2,0,1,,,,64,127,0,,,
35532,note_on,,,,,0,0,1,,,,,,0,,96,80
35532,note_on,,,,,28,0,1,,,,,,0,,87,81
35538,note_on,,,,,6,0,1,,,,,,0,,84,0
35554,note_on,,,,,0,0,1,,,,,,0,,87,0
35554,note_on,,,,,16,0,1,,,,,,0,,96,0
35560,note_on,,,,,6,0,1,,,,,,0,,54,95
35561,control_change,,,,,1,0,1,,,,64,0,0,,,
35562,note_on,,,,,1,0,1,,,,,,0,,42,87
35590,note_on,,,,,28,0,1,,,,,,0,,81,74
35596,note_on,,,,,6,0,1,,,,,,0,,54,0
35598,note_on,,,,,2,0,1,,,,,,0,,42,0
35598,control_change,,,,,0,0,1,,,,64,127,0,,,
35620,note_on,,,,,22,0,1,,,,,,0,,93,81
35621,note_on,,,,,1,0,1,,,,,,0,,84,85
35624,note_on,,,,,3,0,1,,,,,,0,,81,0
35643,note_on,,,,,19,0,1,,,,,,0,,84,0
35651,note_on,,,,,8,0,1,,,,,,0,,93,0
35652,control_change,,,,,1,0,1,,,,64,0,0,,,
35655,note_on,,,,,0,0,1,,,,,,0,,39,89
35655,note_on,,,,,3,0,1,,,,,,0,,51,90
35683,note_on,,,,,28,0,1,,,,,,0,,84,67
35685,control_change,,,,,2,0,1,,,,64,127,0,,,
35688,note_on,,,,,3,0,1,,,,,,0,,39,0
35691,note_on,,,,,3,0,1,,,,,,0,,51,0
35711,note_on,,,,,20,0,1,,,,,,0,,96,87
35711,note_on,,,,,0,0,1,,,,,,0,,87,83
35717,note_on,,,,,6,0,1,,,,,,0,,84,0
35732,note_on,,,,,15,0,1,,,,,,0,,87,0
35734,note_on,,,,,2,0,1,,,,,,0,,96,0
35748,note_on,,,,,14,0,1,,,,,,0,,36,87
35748,control_change,,,,,0,0,1,,,,64,0,0,,,
35749,note_on,,,,,1,0,1,,,,,,0,,48,93
35776,note_on,,,,,27,0,1,,,,,,0,,48,0
35779,note_on,,,,,3,0,1,,,,,,0,,87,94
35781,note_on,,,,,2,0,1,,,,,,0,,36,0
35782,control_change,,,,,1,0,1,,,,64,127,0,,,
35808,note_on,,,,,26,0,1,,,,,,0,,99,86
35810,note_on,,,,,2,0,1,,,,,,0,,90,78
35814,note_on,,,,,4,0,1,,,,,,0,,87,0
35830,note_on,,,,,16,0,1,,,,,,0,,90,0
35832,note_on,,,,,2,0,1,,,,,,0,,99,0
35834,control_change,,,,,2,0,1,,,,64,0,0,,,
35842,note_on,,,,,8,0,1,,,,,,0,,46,91
35843,note_on,,,,,1,0,1,,,,,,0,,34,96
35870,control_change,,,,,27,0,1,,,,64,127,0,,,
35871,note_on,,,,,1,0,1,,,,,,0,,88,78
35872,note_on,,,,,0,0,1,,,,,,0,,46,0
35872,note_on,,,,,1,0,1,,,,,,0,,34,0
35880,set_tempo,,,,,958,1,0,,476190,,,,,,,
35890,set_tempo,,,,,10,1,0,,480000,,,,,,,
35900,set_tempo,,,,,10,1,0,,483871,,,,,,,
35904,note_on,,,,,32,0,1,,,,,,0,,100,92
35905,note_on,,,,,1,0,1,,,,,,0,,91,87
35908,set_tempo,,,,,8,1,0,,487805,,,,,,,
35912,note_on,,,,,7,0,1,,,,,,0,,88,0
35918,set_tempo,,,,,10,1,0,,491803,,,,,,,
35926,control_change,,,,,14,0,1,,,,64,0,0,,,
35928,set_tempo,,,,,10,1,0,,495868,,,,,,,
35928,note_on,,,,,2,0,1,,,,,,0,,91,0
35932,note_on,,,,,4,0,1,,,,,,0,,100,0
35936,set_tempo,,,,,8,1,0,,500000,,,,,,,
35943,note_on,,,,,11,0,1,,,,,,0,,45,98
35943,note_on,,,,,0,0,1,,,,,,0,,33,95
35946,set_tempo,,,,,10,1,0,,504202,,,,,,,
35954,set_tempo,,,,,8,1,0,,508475,,,,,,,
35959,note_on,,,,,16,0,1,,,,,,0,,33,0
35960,control_change,,,,,1,0,1,,,,64,127,0,,,
35964,set_tempo,,,,,10,1,0,,512821,,,,,,,
35964,note_on,,,,,4,0,1,,,,,,0,,45,0
35974,set_tempo,,,,,10,1,0,,517241,,,,,,,
35978,note_on,,,,,14,0,1,,,,,,0,,89,82
35982,set_tempo,,,,,8,1,0,,521739,,,,,,,
35992,set_tempo,,,,,10,1,0,,526316,,,,,,,
36000,set_tempo,,,,,8,1,0,,530973,,,,,,,
36004,set_tempo,,,,,4,1,0,,530973,,,,,,,
36006,note_on,,,,,28,0,1,,,,,,0,,93,87
36012,set_tempo,,,,,8,1,0,,526316,,,,,,,
36014,note_on,,,,,8,0,1,,,,,,0,,89,0
36020,set_tempo,,,,,8,1,0,,521739,,,,,,,
36028,set_tempo,,,,,8,1,0,,517241,,,,,,,
36035,note_on,,,,,21,0,1,,,,,,0,,93,0
36036,set_tempo,,,,,8,1,0,,512821,,,,,,,
36043,note_on,,,,,8,0,1,,,,,,0,,53,81
36043,note_on,,,,,0,0,1,,,,,,0,,101,100
36044,note_on,,,,,0,0,1,,,,,,0,,60,73
36044,note_on,,,,,1,0,1,,,,,,0,,65,82
36044,set_tempo,,,,,8,1,0,,508475,,,,,,,
36045,note_on,,,,,1,0,1,,,,,,0,,57,77
36052,set_tempo,,,,,8,1,0,,504202,,,,,,,
36060,set_tempo,,,,,8,1,0,,500000,,,,,,,
36068,set_tempo,,,,,8,1,0,,495868,,,,,,,
36075,note_on,,,,,30,0,1,,,,,,0,,93,84
36076,set_tempo,,,,,8,1,0,,491803,,,,,,,
36084,set_tempo,,,,,8,1,0,,487805,,,,,,,
36090,note_on,,,,,15,0,1,,,,,,0,,101,0
36092,set_tempo,,,,,8,1,0,,483871,,,,,,,
36100,set_tempo,,,,,8,1,0,,480000,,,,,,,
36102,note_on,,,,,0,0,1,,,,,,0,,89,82
36102,note_on,,,,,12,0,1,,,,,,0,,93,0
36108,set_tempo,,,,,8,1,0,,476190,,,,,,,
36109,note_on,,,,,7,0,1,,,,,,0,,89,0
36109,note_on,,,,,0,0,1,,,,,,0,,53,0
36114,note_on,,,,,5,0,1,,,,,,0,,65,0
36116,set_tempo,,,,,8,1,0,,472441,,,,,,,
36117,note_on,,,,,3,0,1,,,,,,0,,60,0
36123,note_on,,,,,6,0,1,,,,,,0,,57,0
36124,set_tempo,,,,,8,1,0,,468750,,,,,,,
36132,note_on,,,,,9,0,1,,,,,,0,,89,85
36161,note_on,,,,,29,0,1,,,,,,0,,81,84
36181,note_on,,,,,20,0,1,,,,,,0,,89,0
36189,note_on,,,,,8,0,1,,,,,,0,,77,69
36192,note_on,,,,,3,0,1,,,,,,0,,81,0
36201,note_on,,,,,9,0,1,,,,,,0,,77,0
36215,note_on,,,,,14,0,1,,,,,,0,,61,101
36216,note_on,,,,,1,0,1,,,,,,0,,49,92
36224,note_on,,,,,8,0,1,,,,,,0,,77,82
36228,control_change,,,,,4,0,1,,,,64,0,0,,,
36251,note_on,,,,,23,0,1,,,,,,0,,61,0
36254,note_on,,,,,3,0,1,,,,,,0,,69,76
36255,control_change,,,,,1,0,1,,,,64,127,0,,,
36267,note_on,,,,,12,0,1,,,,,,0,,49,0
36279,note_on,,,,,12,0,1,,,,,,0,,77,0
36284,note_on,,,,,5,0,1,,,,,,0,,65,79
36301,note_on,,,,,17,0,1,,,,,,0,,69,0
36315,control_change,,,,,14,0,1,,,,64,0,0,,,
36316,note_on,,,,,1,0,1,,,,,,0,,47,94
36316,note_on,,,,,0,0,1,,,,,,0,,59,93
36318,note_on,,,,,2,0,1,,,,,,0,,65,0
36332,note_on,,,,,14,0,1,,,,,,0,,59,0
36339,note_on,,,,,7,0,1,,,,,,0,,47,0
36340,control_change,,,,,1,0,1,,,,64,127,0,,,
36359,note_on,,,,,19,0,1,,,,,,0,,59,82
36381,note_on,,,,,22,0,1,,,,,,0,,59,0
36402,note_on,,,,,21,0,1,,,,,,0,,61,96
36403,note_on,,,,,1,0,1,,,,,,0,,49,87
36406,control_change,,,,,3,0,1,,,,64,0,0,,,
36424,control_change,,,,,0,0,1,,,,64,127,0,,,
36424,note_on,,,,,18,0,1,,,,,,0,,49,0
36428,note_on,,,,,4,0,1,,,,,,0,,61,0
36431,note_on,,,,,3,0,1,,,,,,0,,61,62
36456,note_on,,,,,25,0,1,,,,,,0,,61,0
36482,note_on,,,,,26,0,1,,,,,,0,,60,90
36483,note_on,,,,,1,0,1,,,,,,0,,48,87
36484,control_change,,,,,1,0,1,,,,64,0,0,,,
36501,control_change,,,,,17,0,1,,,,64,127,0,,,
36502,note_on,,,,,1,0,1,,,,,,0,,60,0
36506,note_on,,,,,4,0,1,,,,,,0,,48,0
36520,note_on,,,,,14,0,1,,,,,,0,,60,74
36547,note_on,,,,,27,0,1,,,,,,0,,60,0
36559,note_on,,,,,12,0,1,,,,,,0,,57,93
36560,note_on,,,,,1,0,1,,,,,,0,,45,92
36573,note_on,,,,,13,0,1,,,,,,0,,57,0
36578,note_on,,,,,5,0,1,,,,,,0,,45,0
36591,note_on,,,,,13,0,1,,,,,,0,,57,88
36635,control_change,,,,,44,0,1,,,,64,0,0,,,
36642,note_on,,,,,7,0,1,,,,,,0,,57,0
36643,note_on,,,,,1,0,1,,,,,,0,,45,102
36644,note_on,,,,,1,0,1,,,,,,0,,33,95
36674,note_on,,,,,30,0,1,,,,,,0,,33,0
36675,control_change,,,,,1,0,1,,,,64,127,0,,,
36682,note_on,,,,,7,0,1,,,,,,0,,45,0
36709,note_on,,,,,27,0,1,,,,,,0,,89,75
36732,note_on,,,,,23,0,1,,,,,,0,,89,0
36732,note_on,,,,,0,0,1,,,,,,0,,93,85
36760,note_on,,,,,28,0,1,,,,,,0,,93,0
36767,note_on,,,,,7,0,1,,,,,,0,,65,86
36768,note_on,,,,,0,0,1,,,,,,0,,53,85
36768,note_on,,,,,0,0,1,,,,,,0,,57,80
36768,note_on,,,,,1,0,1,,,,,,0,,101,95
36769,note_on,,,,,1,0,1,,,,,,0,,61,84
36799,note_on,,,,,30,0,1,,,,,,0,,93,84
36813,note_on,,,,,14,0,1,,,,,,0,,101,0
36825,note_on,,,,,0,0,1,,,,,,0,,89,81
36825,note_on,,,,,12,0,1,,,,,,0,,93,0
36832,note_on,,,,,7,0,1,,,,,,0,,89,0
