tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,control,value,channel,note,velocity
456064,note_on,,,,,10,0,1,,,,0,90,52
456070,note_off,,,,,6,0,1,,,,0,86,64
456102,note_off,,,,,32,0,1,,,,0,90,64
456108,note_off,,,,,6,0,1,,,,0,74,64
456140,note_on,,,,,32,0,1,,,,0,84,46
456144,note_on,,,,,4,0,1,,,,0,88,43
456144,note_on,,,,,0,0,1,,,,0,79,59
456178,note_off,,,,,34,0,1,,,,0,84,64
456200,note_off,,,,,22,0,1,,,,0,88,64
456202,control_change,,,,,2,0,1,,64,0,0,,
456214,note_on,,,,,12,0,1,,,,0,91,41
456258,note_off,,,,,44,0,1,,,,0,91,64
456274,note_on,,,,,16,0,1,,,,0,88,31
456276,control_change,,,,,2,0,1,,64,127,0,,
456280,note_on,,,,,4,0,1,,,,0,84,34
456296,note_off,,,,,16,0,1,,,,0,84,64
456310,note_off,,,,,14,0,1,,,,0,88,64
456320,note_on,,,,,10,0,1,,,,0,91,38
456340,note_off,,,,,20,0,1,,,,0,91,64
456372,note_on,,,,,32,0,1,,,,0,88,38
456376,note_on,,,,,4,0,1,,,,0,84,34
456392,note_off,,,,,16,0,1,,,,0,84,64
456398,note_off,,,,,6,0,1,,,,0,88,64
456420,note_on,,,,,22,0,1,,,,0,91,36
456436,note_off,,,,,16,0,1,,,,0,91,64
456470,note_on,,,,,34,0,1,,,,0,88,36
456476,note_on,,,,,6,0,1,,,,0,84,23
456490,note_off,,,,,14,0,1,,,,0,84,64
456494,note_off,,,,,4,0,1,,,,0,88,64
456512,note_on,,,,,18,0,1,,,,0,91,34
456530,note_off,,,,,18,0,1,,,,0,91,64
456562,note_on,,,,,32,0,1,,,,0,88,38
456570,note_on,,,,,8,0,1,,,,0,84,12
456584,note_off,,,,,0,0,1,,,,0,88,64
456584,note_off,,,,,14,0,1,,,,0,84,64
456602,note_on,,,,,18,0,1,,,,0,91,36
456618,note_off,,,,,16,0,1,,,,0,91,64
456650,note_on,,,,,32,0,1,,,,0,88,40
456656,note_on,,,,,6,0,1,,,,0,84,34
456668,note_off,,,,,12,0,1,,,,0,88,64
456672,note_off,,,,,4,0,1,,,,0,84,64
456696,note_on,,,,,24,0,1,,,,0,91,32
456712,note_off,,,,,16,0,1,,,,0,91,64
456744,note_on,,,,,32,0,1,,,,0,88,33
456746,note_on,,,,,2,0,1,,,,0,84,33
456760,note_off,,,,,14,0,1,,,,0,84,64
456764,note_off,,,,,4,0,1,,,,0,88,64
456784,note_on,,,,,20,0,1,,,,0,91,35
456804,note_off,,,,,20,0,1,,,,0,91,64
456834,note_on,,,,,30,0,1,,,,0,88,39
456840,note_on,,,,,6,0,1,,,,0,84,19
456856,note_off,,,,,16,0,1,,,,0,84,64
456864,note_off,,,,,8,0,1,,,,0,88,64
456878,note_on,,,,,14,0,1,,,,0,91,37
456902,note_off,,,,,24,0,1,,,,0,91,64
456928,note_on,,,,,26,0,1,,,,0,88,48
456928,note_on,,,,,0,0,1,,,,0,84,43
456952,note_off,,,,,24,0,1,,,,0,84,64
456960,note_off,,,,,8,0,1,,,,0,88,64
456976,note_on,,,,,16,0,1,,,,0,91,36
456994,note_off,,,,,18,0,1,,,,0,91,64
457024,note_on,,,,,30,0,1,,,,0,88,32
457028,note_on,,,,,4,0,1,,,,0,84,25
457044,note_off,,,,,16,0,1,,,,0,84,64
457046,note_off,,,,,2,0,1,,,,0,88,64
457066,note_on,,,,,20,0,1,,,,0,91,37
457086,note_off,,,,,20,0,1,,,,0,91,64
457120,note_on,,,,,34,0,1,,,,0,88,35
457122,note_on,,,,,2,0,1,,,,0,84,34
457142,note_off,,,,,20,0,1,,,,0,84,64
457144,note_off,,,,,2,0,1,,,,0,88,64
457168,note_on,,,,,24,0,1,,,,0,91,35
457190,note_off,,,,,22,0,1,,,,0,91,64
457224,note_on,,,,,34,0,1,,,,0,88,31
457228,note_on,,,,,4,0,1,,,,0,84,29
457244,note_off,,,,,16,0,1,,,,0,84,64
457252,note_off,,,,,8,0,1,,,,0,88,64
457266,note_on,,,,,14,0,1,,,,0,91,36
457286,note_off,,,,,20,0,1,,,,0,91,64
457316,note_on,,,,,30,0,1,,,,0,88,47
457316,note_on,,,,,0,0,1,,,,0,84,43
457340,note_off,,,,,24,0,1,,,,0,84,64
457348,note_off,,,,,8,0,1,,,,0,88,64
457360,note_on,,,,,12,0,1,,,,0,91,39
457380,note_off,,,,,20,0,1,,,,0,91,64
457418,note_on,,,,,38,0,1,,,,0,88,32
457422,note_on,,,,,4,0,1,,,,0,84,22
457438,note_off,,,,,16,0,1,,,,0,84,64
457444,note_off,,,,,6,0,1,,,,0,88,64
457460,note_on,,,,,16,0,1,,,,0,91,36
457488,note_off,,,,,28,0,1,,,,0,91,64
457518,note_on,,,,,30,0,1,,,,0,88,37
457520,note_on,,,,,2,0,1,,,,0,84,33
457540,note_off,,,,,20,0,1,,,,0,84,64
457546,note_off,,,,,6,0,1,,,,0,88,64
457564,note_on,,,,,18,0,1,,,,0,91,39
457592,note_off,,,,,28,0,1,,,,0,91,64
457624,note_on,,,,,32,0,1,,,,0,88,32
457626,note_on,,,,,2,0,1,,,,0,84,30
457644,note_off,,,,,18,0,1,,,,0,84,64
457668,note_on,,,,,0,0,1,,,,0,74,43
457668,note_on,,,,,0,0,1,,,,0,91,43
457668,note_off,,,,,24,0,1,,,,0,88,64
457680,note_off,,,,,12,0,1,,,,0,79,64
457696,note_off,,,,,16,0,1,,,,0,91,64
457724,note_off,,,,,28,0,1,,,,0,72,64
457746,note_on,,,,,22,0,1,,,,0,81,46
457748,note_on,,,,,2,0,1,,,,0,86,45
457752,note_on,,,,,4,0,1,,,,0,78,50
457796,note_off,,,,,44,0,1,,,,0,81,64
457816,control_change,,,,,20,0,1,,64,0,0,,
457822,note_off,,,,,6,0,1,,,,0,86,64
457828,note_on,,,,,6,0,1,,,,0,90,39
457876,note_off,,,,,48,0,1,,,,0,90,64
457892,note_on,,,,,16,0,1,,,,0,86,36
457894,note_on,,,,,2,0,1,,,,0,81,40
457894,control_change,,,,,0,0,1,,64,127,0,,
457914,note_off,,,,,20,0,1,,,,0,81,64
457924,note_off,,,,,10,0,1,,,,0,86,64
457940,note_on,,,,,16,0,1,,,,0,90,45
457976,note_off,,,,,36,0,1,,,,0,90,64
457994,note_on,,,,,18,0,1,,,,0,86,43
457996,note_on,,,,,2,0,1,,,,0,81,39
458016,note_off,,,,,20,0,1,,,,0,81,64
458032,note_on,,,,,0,0,1,,,,0,90,41
458032,note_off,,,,,16,0,1,,,,0,86,64
458068,note_off,,,,,36,0,1,,,,0,90,64
458084,note_on,,,,,16,0,1,,,,0,86,49
458086,note_on,,,,,2,0,1,,,,0,81,44
458108,note_off,,,,,22,0,1,,,,0,81,64
458116,note_off,,,,,8,0,1,,,,0,86,64
458124,note_on,,,,,8,0,1,,,,0,90,42
458158,note_off,,,,,34,0,1,,,,0,90,64
458176,note_on,,,,,18,0,1,,,,0,81,41
458178,note_on,,,,,2,0,1,,,,0,86,48
458196,note_off,,,,,18,0,1,,,,0,81,64
458208,note_off,,,,,12,0,1,,,,0,86,64
458212,note_on,,,,,4,0,1,,,,0,90,45
458248,note_off,,,,,36,0,1,,,,0,90,64
458266,note_on,,,,,0,0,1,,,,0,81,42
458266,note_on,,,,,18,0,1,,,,0,86,49
458286,note_off,,,,,20,0,1,,,,0,81,64
458302,note_off,,,,,16,0,1,,,,0,86,64
458304,note_on,,,,,2,0,1,,,,0,90,51
458336,note_off,,,,,32,0,1,,,,0,90,64
458356,note_on,,,,,20,0,1,,,,0,81,41
458358,note_on,,,,,2,0,1,,,,0,86,51
458378,note_off,,,,,20,0,1,,,,0,81,64
458396,note_off,,,,,18,0,1,,,,0,86,64
458396,note_on,,,,,0,0,1,,,,0,90,48
458426,note_off,,,,,30,0,1,,,,0,90,64
458442,note_on,,,,,16,0,1,,,,0,81,46
458444,note_on,,,,,2,0,1,,,,0,86,47
458468,note_off,,,,,24,0,1,,,,0,81,64
458488,note_on,,,,,20,0,1,,,,0,90,54
458496,note_on,,,,,0,0,1,,,,0,69,53
458496,note_off,,,,,8,0,1,,,,0,86,64
458504,note_off,,,,,8,0,1,,,,0,78,64
458516,note_off,,,,,12,0,1,,,,0,74,64
458528,note_off,,,,,12,0,1,,,,0,90,64
458552,note_on,,,,,24,0,1,,,,0,81,46
458554,note_on,,,,,2,0,1,,,,0,86,51
458568,note_on,,,,,14,0,1,,,,0,76,53
458586,note_off,,,,,18,0,1,,,,0,81,64
458604,note_on,,,,,0,0,1,,,,0,88,42
458604,note_off,,,,,18,0,1,,,,0,86,64
458654,note_off,,,,,50,0,1,,,,0,88,64
458666,control_change,,,,,12,0,1,,64,0,0,,
458668,note_on,,,,,2,0,1,,,,0,86,49
458668,note_on,,,,,0,0,1,,,,0,81,48
458698,note_off,,,,,30,0,1,,,,0,81,64
458714,note_off,,,,,16,0,1,,,,0,86,64
458718,note_on,,,,,4,0,1,,,,0,88,46
458730,control_change,,,,,12,0,1,,64,127,0,,
458736,note_off,,,,,6,0,1,,,,0,88,64
458764,note_on,,,,,28,0,1,,,,0,86,48
458766,note_on,,,,,2,0,1,,,,0,81,43
458782,note_off,,,,,16,0,1,,,,0,81,64
458800,note_off,,,,,18,0,1,,,,0,86,64
458804,note_on,,,,,4,0,1,,,,0,88,46
458824,note_off,,,,,20,0,1,,,,0,88,64
458850,note_on,,,,,26,0,1,,,,0,86,50
458856,note_on,,,,,6,0,1,,,,0,81,32
458876,note_off,,,,,20,0,1,,,,0,81,64
458888,note_off,,,,,12,0,1,,,,0,86,64
458896,note_on,,,,,8,0,1,,,,0,88,43
458914,note_off,,,,,18,0,1,,,,0,88,64
458942,note_on,,,,,28,0,1,,,,0,86,56
458946,note_on,,,,,4,0,1,,,,0,81,48
458964,note_off,,,,,18,0,1,,,,0,81,64
458976,note_off,,,,,12,0,1,,,,0,86,64
458988,note_on,,,,,12,0,1,,,,0,88,40
459004,note_off,,,,,16,0,1,,,,0,88,64
459030,note_on,,,,,26,0,1,,,,0,86,57
459034,note_on,,,,,4,0,1,,,,0,81,49
459052,note_off,,,,,18,0,1,,,,0,81,64
459064,note_off,,,,,12,0,1,,,,0,86,64
459076,note_on,,,,,12,0,1,,,,0,88,39
459094,note_off,,,,,18,0,1,,,,0,88,64
459120,note_on,,,,,26,0,1,,,,0,86,51
459124,note_on,,,,,4,0,1,,,,0,81,44
459144,note_off,,,,,20,0,1,,,,0,81,64
459154,note_off,,,,,10,0,1,,,,0,86,64
459164,note_on,,,,,10,0,1,,,,0,88,41
459186,note_off,,,,,22,0,1,,,,0,88,64
459212,note_on,,,,,26,0,1,,,,0,86,45
459216,note_on,,,,,4,0,1,,,,0,81,41
459236,note_off,,,,,20,0,1,,,,0,81,64
459258,note_on,,,,,22,0,1,,,,0,88,48
459260,note_off,,,,,2,0,1,,,,0,86,64
459292,note_off,,,,,32,0,1,,,,0,88,64
459316,note_on,,,,,24,0,1,,,,0,85,62
459320,note_on,,,,,4,0,1,,,,0,81,44
459334,note_off,,,,,14,0,1,,,,0,81,64
459356,note_off,,,,,22,0,1,,,,0,85,64
459370,note_on,,,,,14,0,1,,,,0,88,41
459388,note_off,,,,,18,0,1,,,,0,88,64
459414,note_on,,,,,26,0,1,,,,0,85,51
459416,note_on,,,,,2,0,1,,,,0,81,35
459430,note_off,,,,,14,0,1,,,,0,81,64
459448,note_off,,,,,18,0,1,,,,0,85,64
459462,note_on,,,,,14,0,1,,,,0,88,39
459478,note_off,,,,,16,0,1,,,,0,88,64
459506,note_on,,,,,28,0,1,,,,0,81,46
459508,note_on,,,,,2,0,1,,,,0,85,42
459524,note_off,,,,,16,0,1,,,,0,81,64
459544,note_off,,,,,20,0,1,,,,0,85,64
459554,note_on,,,,,10,0,1,,,,0,88,37
459576,note_off,,,,,22,0,1,,,,0,88,64
459604,note_on,,,,,28,0,1,,,,0,85,44
459608,note_on,,,,,4,0,1,,,,0,81,22
459626,note_off,,,,,18,0,1,,,,0,81,64
459644,note_off,,,,,18,0,1,,,,0,85,64
459652,note_on,,,,,8,0,1,,,,0,88,39
459682,note_off,,,,,30,0,1,,,,0,88,64
459706,note_on,,,,,24,0,1,,,,0,85,49
459710,note_on,,,,,4,0,1,,,,0,79,50
459728,note_off,,,,,18,0,1,,,,0,79,64
459748,note_off,,,,,20,0,1,,,,0,85,64
459760,note_on,,,,,12,0,1,,,,0,88,39
459776,note_off,,,,,16,0,1,,,,0,88,64
459810,note_on,,,,,34,0,1,,,,0,85,39
459814,note_on,,,,,4,0,1,,,,0,79,39
459828,note_off,,,,,14,0,1,,,,0,79,64
459850,note_off,,,,,22,0,1,,,,0,85,64
459858,note_on,,,,,8,0,1,,,,0,88,38
459880,note_off,,,,,22,0,1,,,,0,88,64
459912,note_on,,,,,32,0,1,,,,0,85,40
459918,note_on,,,,,6,0,1,,,,0,79,37
459932,note_off,,,,,14,0,1,,,,0,79,64
459962,note_off,,,,,30,0,1,,,,0,85,64
459968,note_on,,,,,6,0,1,,,,0,88,29
459988,note_off,,,,,20,0,1,,,,0,88,64
460020,note_on,,,,,32,0,1,,,,0,79,35
460022,note_on,,,,,2,0,1,,,,0,85,38
460050,note_off,,,,,28,0,1,,,,0,79,64
460066,note_on,,,,,16,0,1,,,,0,88,46
460068,note_off,,,,,2,0,1,,,,0,85,64
460084,note_off,,,,,16,0,1,,,,0,76,64
460090,note_off,,,,,6,0,1,,,,0,88,64
460092,note_off,,,,,2,0,1,,,,0,69,64
460096,note_on,,,,,4,0,1,,,,0,71,25
460130,note_on,,,,,34,0,1,,,,0,74,33
460146,note_on,,,,,16,0,1,,,,0,78,31
460152,note_on,,,,,6,0,1,,,,0,83,43
460182,note_off,,,,,30,0,1,,,,0,78,64
460198,control_change,,,,,16,0,1,,64,0,0,,
460208,note_off,,,,,10,0,1,,,,0,83,64
460208,note_on,,,,,0,0,1,,,,0,86,34
460260,note_off,,,,,52,0,1,,,,0,86,64
460268,note_on,,,,,0,0,1,,,,0,78,34
460268,note_on,,,,,8,0,1,,,,0,83,38
460272,control_change,,,,,4,0,1,,64,127,0,,
460292,note_off,,,,,20,0,1,,,,0,78,64
460314,note_off,,,,,22,0,1,,,,0,83,64
460320,note_on,,,,,6,0,1,,,,0,86,35
460346,note_off,,,,,26,0,1,,,,0,86,64
460360,note_on,,,,,14,0,1,,,,0,83,35
460368,note_on,,,,,8,0,1,,,,0,78,39
460384,note_off,,,,,16,0,1,,,,0,78,64
460404,note_off,,,,,20,0,1,,,,0,83,64
460408,note_on,,,,,4,0,1,,,,0,86,40
460446,note_off,,,,,38,0,1,,,,0,86,64
460460,note_on,,,,,0,0,1,,,,0,78,43
460460,note_on,,,,,14,0,1,,,,0,83,34
460486,note_off,,,,,26,0,1,,,,0,78,64
460500,note_off,,,,,14,0,1,,,,0,83,64
460504,note_on,,,,,4,0,1,,,,0,86,42
460532,note_off,,,,,28,0,1,,,,0,86,64
460548,note_on,,,,,16,0,1,,,,0,83,48
460552,note_on,,,,,4,0,1,,,,0,78,42
460572,note_off,,,,,20,0,1,,,,0,78,64
460588,note_off,,,,,16,0,1,,,,0,74,64
460592,note_off,,,,,4,0,1,,,,0,83,64
460600,note_on,,,,,8,0,1,,,,0,86,34
460606,note_off,,,,,6,0,1,,,,0,71,64
460630,note_off,,,,,24,0,1,,,,0,86,64
460640,note_on,,,,,10,0,1,,,,0,83,51
460642,note_on,,,,,2,0,1,,,,0,78,49
460670,note_off,,,,,28,0,1,,,,0,78,64
460686,note_off,,,,,16,0,1,,,,0,83,64
460688,note_on,,,,,2,0,1,,,,0,86,39
460724,note_off,,,,,36,0,1,,,,0,86,64
460734,note_on,,,,,10,0,1,,,,0,83,51
460734,note_on,,,,,0,0,1,,,,0,78,43
460758,note_off,,,,,24,0,1,,,,0,78,64
460778,note_off,,,,,20,0,1,,,,0,83,64
460786,note_on,,,,,8,0,1,,,,0,86,34
460806,note_off,,,,,20,0,1,,,,0,86,64
460822,note_on,,,,,16,0,1,,,,0,83,51
460824,note_on,,,,,2,0,1,,,,0,78,47
460854,note_off,,,,,30,0,1,,,,0,78,64
460860,note_on,,,,,6,0,1,,,,0,61,53
460868,note_on,,,,,8,0,1,,,,0,86,45
460872,note_off,,,,,4,0,1,,,,0,83,64
460880,note_on,,,,,8,0,1,,,,0,68,49
460894,note_off,,,,,14,0,1,,,,0,86,64
460932,note_on,,,,,38,0,1,,,,0,77,49
460934,note_on,,,,,2,0,1,,,,0,80,49
460938,note_on,,,,,4,0,1,,,,0,73,56
460960,control_change,,,,,22,0,1,,64,0,0,,
460962,note_off,,,,,2,0,1,,,,0,77,64
460992,note_off,,,,,30,0,1,,,,0,80,64
460992,note_on,,,,,0,0,1,,,,0,85,43
461020,note_off,,,,,28,0,1,,,,0,85,64
461026,control_change,,,,,6,0,1,,64,127,0,,
461040,note_on,,,,,14,0,1,,,,0,77,46
461042,note_on,,,,,2,0,1,,,,0,80,45
461062,note_off,,,,,20,0,1,,,,0,77,64
461082,note_off,,,,,20,0,1,,,,0,80,64
461084,note_on,,,,,2,0,1,,,,0,85,53
461122,note_off,,,,,38,0,1,,,,0,85,64
461134,note_on,,,,,12,0,1,,,,0,80,54
461140,note_on,,,,,6,0,1,,,,0,77,44
461172,note_off,,,,,32,0,1,,,,0,77,64
461180,note_on,,,,,8,0,1,,,,0,85,58
461184,note_off,,,,,4,0,1,,,,0,80,64
461224,note_off,,,,,40,0,1,,,,0,85,64
461224,note_off,,,,,0,0,1,,,,0,61,64
461236,note_on,,,,,12,0,1,,,,0,80,56
461238,note_on,,,,,2,0,1,,,,0,77,48
461264,note_off,,,,,26,0,1,,,,0,77,64
461278,note_off,,,,,14,0,1,,,,0,80,64
461278,note_on,,,,,0,0,1,,,,0,85,59
461308,note_off,,,,,30,0,1,,,,0,85,64
461330,note_on,,,,,22,0,1,,,,0,80,59
461332,note_on,,,,,2,0,1,,,,0,77,46
461362,note_off,,,,,30,0,1,,,,0,77,64
461372,note_on,,,,,10,0,1,,,,0,85,57
461376,note_off,,,,,4,0,1,,,,0,80,64
461412,note_off,,,,,36,0,1,,,,0,85,64
461430,note_on,,,,,0,0,1,,,,0,80,52
461430,note_on,,,,,18,0,1,,,,0,77,46
461458,note_off,,,,,28,0,1,,,,0,77,64
461472,note_on,,,,,14,0,1,,,,0,85,59
461476,note_off,,,,,4,0,1,,,,0,80,64
461506,note_off,,,,,30,0,1,,,,0,85,64
461528,note_on,,,,,22,0,1,,,,0,80,58
461530,note_on,,,,,2,0,1,,,,0,77,51
461534,note_on,,,,,4,0,1,,,,0,71,54
461556,note_off,,,,,22,0,1,,,,0,73,64
461560,note_off,,,,,4,0,1,,,,0,77,64
461572,note_off,,,,,12,0,1,,,,0,71,64
461572,note_off,,,,,0,0,1,,,,0,68,64
461578,note_on,,,,,6,0,1,,,,0,85,58
461580,note_off,,,,,2,0,1,,,,0,80,64
461612,note_off,,,,,32,0,1,,,,0,85,64
461634,note_on,,,,,22,0,1,,,,0,80,58
461638,note_on,,,,,4,0,1,,,,0,77,36
461674,note_off,,,,,36,0,1,,,,0,77,64
461676,note_on,,,,,2,0,1,,,,0,66,53
461688,note_off,,,,,12,0,1,,,,0,80,64
461694,note_on,,,,,6,0,1,,,,0,83,50
461708,note_off,,,,,14,0,1,,,,0,83,64
461756,note_on,,,,,48,0,1,,,,0,70,56
461774,note_on,,,,,18,0,1,,,,0,73,59
461776,note_on,,,,,2,0,1,,,,0,78,56
461812,control_change,,,,,0,0,1,,64,0,0,,
461812,note_off,,,,,36,0,1,,,,0,73,64
461828,note_on,,,,,16,0,1,,,,0,82,51
461832,note_off,,,,,4,0,1,,,,0,78,64
461864,note_off,,,,,32,0,1,,,,0,82,64
461870,control_change,,,,,6,0,1,,64,127,0,,
461882,note_on,,,,,12,0,1,,,,0,78,45
461884,note_on,,,,,2,0,1,,,,0,73,49
461908,note_off,,,,,24,0,1,,,,0,73,64
461922,note_off,,,,,14,0,1,,,,0,78,64
461932,note_on,,,,,10,0,1,,,,0,82,50
461936,note_off,,,,,4,0,1,,,,0,66,64
461952,note_off,,,,,16,0,1,,,,0,70,64
461966,note_off,,,,,14,0,1,,,,0,82,64
461980,note_on,,,,,14,0,1,,,,0,73,45
461980,note_on,,,,,0,0,1,,,,0,78,48
461996,note_off,,,,,16,0,1,,,,0,73,64
462024,note_off,,,,,28,0,1,,,,0,78,64
462028,note_on,,,,,4,0,1,,,,0,82,44
462044,note_off,,,,,16,0,1,,,,0,82,64
462066,note_on,,,,,22,0,1,,,,0,73,52
462066,note_on,,,,,0,0,1,,,,0,78,48
462080,note_off,,,,,14,0,1,,,,0,73,64
462082,note_on,,,,,2,0,1,,,,0,66,49
462100,note_off,,,,,18,0,1,,,,0,78,64
462104,note_on,,,,,4,0,1,,,,0,82,53
462118,note_off,,,,,14,0,1,,,,0,82,64
462120,note_on,,,,,2,0,1,,,,0,70,48
462164,note_on,,,,,44,0,1,,,,0,73,63
462168,note_on,,,,,4,0,1,,,,0,82,66
462170,note_on,,,,,2,0,1,,,,0,78,44
462196,note_off,,,,,26,0,1,,,,0,78,64
462222,note_on,,,,,0,0,1,,,,0,85,56
462222,note_off,,,,,26,0,1,,,,0,66,64
462224,note_off,,,,,2,0,1,,,,0,82,64
462248,note_off,,,,,24,0,1,,,,0,70,64
462252,note_off,,,,,4,0,1,,,,0,73,64
462254,note_off,,,,,2,0,1,,,,0,85,64
462272,note_on,,,,,18,0,1,,,,0,78,50
462274,note_on,,,,,2,0,1,,,,0,82,56
462296,note_off,,,,,22,0,1,,,,0,78,64
462314,note_on,,,,,18,0,1,,,,0,85,56
462316,note_off,,,,,2,0,1,,,,0,82,64
462340,note_off,,,,,24,0,1,,,,0,85,64
462362,note_on,,,,,0,0,1,,,,0,78,50
462362,note_on,,,,,22,0,1,,,,0,82,50
462382,note_off,,,,,20,0,1,,,,0,78,64
462400,note_off,,,,,18,0,1,,,,0,82,64
462404,note_on,,,,,4,0,1,,,,0,85,49
462418,note_off,,,,,14,0,1,,,,0,85,64
462442,note_on,,,,,24,0,1,,,,0,82,58
462444,note_on,,,,,2,0,1,,,,0,78,45
462458,note_off,,,,,14,0,1,,,,0,78,64
462464,note_on,,,,,6,0,1,,,,0,70,47
462472,note_off,,,,,8,0,1,,,,0,82,64
462484,note_on,,,,,12,0,1,,,,0,85,47
462490,note_on,,,,,6,0,1,,,,0,73,47
462500,note_off,,,,,10,0,1,,,,0,85,64
462544,note_on,,,,,44,0,1,,,,0,78,71
462546,note_on,,,,,2,0,1,,,,0,82,52
462548,note_on,,,,,2,0,1,,,,0,85,63
462570,note_off,,,,,22,0,1,,,,0,82,64
462592,note_off,,,,,22,0,1,,,,0,85,64
462596,note_on,,,,,4,0,1,,,,0,90,52
462632,note_off,,,,,36,0,1,,,,0,90,64
462644,note_on,,,,,0,0,1,,,,0,82,56
462644,note_off,,,,,12,0,1,,,,0,70,64
462646,note_on,,,,,2,0,1,,,,0,85,63
462656,note_off,,,,,10,0,1,,,,0,73,64
462660,note_off,,,,,4,0,1,,,,0,78,64
462666,note_off,,,,,6,0,1,,,,0,82,64
462676,note_off,,,,,10,0,1,,,,0,85,64
462688,note_on,,,,,12,0,1,,,,0,90,51
462718,note_off,,,,,30,0,1,,,,0,90,64
462732,note_on,,,,,14,0,1,,,,0,82,56
462732,note_on,,,,,0,0,1,,,,0,85,59
462758,note_off,,,,,26,0,1,,,,0,82,64
462766,note_off,,,,,8,0,1,,,,0,85,64
462780,note_on,,,,,14,0,1,,,,0,90,50
462796,note_off,,,,,16,0,1,,,,0,90,64
462820,note_on,,,,,24,0,1,,,,0,82,48
462822,note_on,,,,,2,0,1,,,,0,85,69
462836,note_off,,,,,14,0,1,,,,0,82,64
462838,note_on,,,,,2,0,1,,,,0,73,45
462848,note_off,,,,,10,0,1,,,,0,85,64
462860,note_on,,,,,12,0,1,,,,0,90,52
462870,note_on,,,,,10,0,1,,,,0,78,41
462874,note_off,,,,,4,0,1,,,,0,90,64
462924,note_on,,,,,50,0,1,,,,0,85,61
462926,note_on,,,,,2,0,1,,,,0,90,60
462944,note_on,,,,,18,0,1,,,,0,82,46
462952,note_off,,,,,8,0,1,,,,0,85,64
462972,note_on,,,,,20,0,1,,,,0,94,56
462976,note_off,,,,,4,0,1,,,,0,90,64
462980,note_off,,,,,4,0,1,,,,0,82,64
463004,note_off,,,,,24,0,1,,,,0,94,64
463024,note_on,,,,,20,0,1,,,,0,85,61
463026,note_on,,,,,2,0,1,,,,0,90,58
463032,note_off,,,,,6,0,1,,,,0,73,64
463048,note_off,,,,,16,0,1,,,,0,85,64
463052,note_off,,,,,4,0,1,,,,0,78,64
463070,note_off,,,,,18,0,1,,,,0,90,64
463070,note_on,,,,,0,0,1,,,,0,94,58
463100,note_off,,,,,30,0,1,,,,0,94,64
463120,note_on,,,,,20,0,1,,,,0,85,62
463122,note_on,,,,,2,0,1,,,,0,90,51
463148,note_off,,,,,26,0,1,,,,0,85,64
463168,note_off,,,,,20,0,1,,,,0,90,64
463170,note_on,,,,,2,0,1,,,,0,94,54
463204,note_off,,,,,34,0,1,,,,0,94,64
463216,note_on,,,,,12,0,1,,,,0,85,60
463224,note_on,,,,,8,0,1,,,,0,90,43
463244,note_off,,,,,20,0,1,,,,0,85,64
463262,note_on,,,,,18,0,1,,,,0,94,54
463268,note_off,,,,,6,0,1,,,,0,90,64
463290,note_off,,,,,22,0,1,,,,0,94,64
463340,note_on,,,,,50,0,1,,,,0,98,68
463340,note_on,,,,,0,0,1,,,,0,89,59
463342,note_on,,,,,2,0,1,,,,0,86,61
463346,note_on,,,,,4,0,1,,,,0,77,45
463348,note_on,,,,,2,0,1,,,,0,74,38
463366,note_on,,,,,18,0,1,,,,0,80,38
463376,control_change,,,,,10,0,1,,64,127,0,,
463406,note_off,,,,,30,0,1,,,,0,77,64
463420,note_off,,,,,14,0,1,,,,0,74,64
463420,note_on,,,,,0,0,1,,,,0,83,51
463422,note_off,,,,,2,0,1,,,,0,80,64
463452,note_off,,,,,30,0,1,,,,0,83,64
463474,note_on,,,,,22,0,1,,,,0,80,44
463478,note_on,,,,,4,0,1,,,,0,77,39
463486,note_on,,,,,8,0,1,,,,0,74,38
463494,note_off,,,,,8,0,1,,,,0,98,64
463502,note_off,,,,,8,0,1,,,,0,86,64
463508,note_off,,,,,6,0,1,,,,0,89,64
463516,note_off,,,,,8,0,1,,,,0,77,64
463520,note_off,,,,,0,0,1,,,,0,80,64
463520,note_off,,,,,4,0,1,,,,0,74,64
463536,note_on,,,,,16,0,1,,,,0,83,52
463568,note_off,,,,,32,0,1,,,,0,83,64
463572,note_on,,,,,4,0,1,,,,0,77,43
463580,note_on,,,,,8,0,1,,,,0,80,34
463582,note_on,,,,,2,0,1,,,,0,74,1
463610,note_off,,,,,28,0,1,,,,0,77,64
463616,note_off,,,,,6,0,1,,,,0,80,64
463620,note_off,,,,,4,0,1,,,,0,74,64
463628,note_on,,,,,8,0,1,,,,0,83,51
463664,note_off,,,,,36,0,1,,,,0,83,64
463668,note_on,,,,,4,0,1,,,,0,77,39
463670,note_on,,,,,2,0,1,,,,0,74,31
463672,note_on,,,,,2,0,1,,,,0,80,32
463714,note_off,,,,,42,0,1,,,,0,80,64
463716,note_on,,,,,0,0,1,,,,0,83,58
463716,note_off,,,,,2,0,1,,,,0,77,64
463720,note_off,,,,,4,0,1,,,,0,74,64
463748,note_off,,,,,28,0,1,,,,0,83,64
463756,note_on,,,,,8,0,1,,,,0,77,41
463760,note_on,,,,,4,0,1,,,,0,80,38
463760,note_on,,,,,0,0,1,,,,0,74,31
463808,note_on,,,,,0,0,1,,,,0,83,57
