tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity,control,value
63117,note_on,45,0,2,,,,,,,,0,81,0,,
63119,control_change,47,0,4,,,,,,,,0,,,64,0
63120,note_on,48,0,1,,,,,,,,0,73,80,,
63120,note_on,0,0,1,,,,,,,,0,85,80,,
63120,note_on,0,0,4,,,,,,,,0,65,80,,
63120,note_on,1,0,4,,,,,,,,0,53,80,,
63138,control_change,18,0,4,,,,,,,,0,,,64,127
63168,note_on,51,0,3,,,,,,,,0,57,80,,
63168,note_on,51,0,2,,,,,,,,0,77,80,,
63213,note_on,45,0,3,,,,,,,,0,57,0,,
63213,note_on,45,0,2,,,,,,,,0,77,0,,
63216,note_on,3,0,3,,,,,,,,0,61,80,,
63216,note_on,3,0,2,,,,,,,,0,81,80,,
63261,note_on,45,0,2,,,,,,,,0,81,0,,
63261,note_on,45,0,3,,,,,,,,0,61,0,,
63264,note_on,3,0,2,,,,,,,,0,77,80,,
63264,note_on,3,0,3,,,,,,,,0,57,80,,
63309,note_on,45,0,3,,,,,,,,0,57,0,,
63309,note_on,45,0,2,,,,,,,,0,77,0,,
63312,note_on,192,0,1,,,,,,,,0,85,0,,
63312,note_on,0,0,1,,,,,,,,0,73,0,,
63312,note_on,3,0,2,,,,,,,,0,81,80,,
63312,note_on,0,0,4,,,,,,,,0,53,0,,
63312,note_on,174,0,4,,,,,,,,0,65,0,,
63312,note_on,3,0,3,,,,,,,,0,61,80,,
63357,note_on,45,0,2,,,,,,,,0,81,0,,
63357,note_on,45,0,3,,,,,,,,0,61,0,,
63360,note_on,48,0,1,,,,,,,,0,72,80,,
63360,note_on,0,0,1,,,,,,,,0,84,80,,
63360,note_on,0,0,4,,,,,,,,0,63,80,,
63360,note_on,48,0,4,,,,,,,,0,51,80,,
63361,control_change,1,0,4,,,,,,,,0,,,64,0
63373,control_change,12,0,4,,,,,,,,0,,,64,127
63408,note_on,51,0,3,,,,,,,,0,57,80,,
63408,note_on,0,0,2,,,,,,,,0,78,80,,
63408,note_on,51,0,2,,,,,,,,0,75,80,,
63408,note_on,0,0,3,,,,,,,,0,54,80,,
63453,note_on,45,0,2,,,,,,,,0,78,0,,
63453,note_on,45,0,3,,,,,,,,0,54,0,,
63453,note_on,0,0,2,,,,,,,,0,75,0,,
63453,note_on,0,0,3,,,,,,,,0,57,0,,
63456,note_on,3,0,2,,,,,,,,0,81,80,,
63456,note_on,3,0,3,,,,,,,,0,60,80,,
63501,note_on,45,0,3,,,,,,,,0,60,0,,
63501,note_on,45,0,2,,,,,,,,0,81,0,,
63504,note_on,0,0,2,,,,,,,,0,78,80,,
63504,note_on,3,0,3,,,,,,,,0,57,80,,
63504,note_on,0,0,3,,,,,,,,0,54,80,,
63504,note_on,3,0,2,,,,,,,,0,75,80,,
63549,note_on,0,0,2,,,,,,,,0,75,0,,
63549,note_on,0,0,3,,,,,,,,0,57,0,,
63549,note_on,45,0,2,,,,,,,,0,78,0,,
63549,note_on,45,0,3,,,,,,,,0,54,0,,
63552,note_on,3,0,3,,,,,,,,0,60,80,,
63552,note_on,0,0,4,,,,,,,,0,51,0,,
63552,note_on,192,0,1,,,,,,,,0,84,0,,
63552,note_on,3,0,2,,,,,,,,0,81,80,,
63552,note_on,0,0,1,,,,,,,,0,72,0,,
63552,note_on,179,0,4,,,,,,,,0,63,0,,
63597,note_on,45,0,3,,,,,,,,0,60,0,,
63597,control_change,45,0,4,,,,,,,,0,,,64,0
63597,note_on,45,0,2,,,,,,,,0,81,0,,
63600,note_on,48,0,1,,,,,,,,0,70,80,,
63600,note_on,0,0,1,,,,,,,,0,82,80,,
63600,note_on,0,0,4,,,,,,,,0,61,80,,
63600,note_on,3,0,4,,,,,,,,0,49,80,,
63607,control_change,7,0,4,,,,,,,,0,,,64,127
63660,note_on,63,0,3,,,,,,,,0,53,80,,
63660,note_on,0,0,3,,,,,,,,0,58,80,,
63660,note_on,63,0,2,,,,,,,,0,73,80,,
63660,note_on,0,0,2,,,,,,,,0,77,80,,
63708,note_on,0,0,3,,,,,,,,0,53,0,,
63708,note_on,48,0,2,,,,,,,,0,77,0,,
63708,note_on,48,0,3,,,,,,,,0,58,0,,
63708,note_on,0,0,2,,,,,,,,0,73,0,,
63720,note_on,12,0,3,,,,,,,,0,61,80,,
63720,note_on,12,0,2,,,,,,,,0,70,80,,
63768,note_on,48,0,3,,,,,,,,0,61,0,,
63768,note_on,48,0,2,,,,,,,,0,70,0,,
63780,note_on,0,0,2,,,,,,,,0,77,80,,
63780,note_on,12,0,3,,,,,,,,0,58,80,,
63780,note_on,0,0,3,,,,,,,,0,53,80,,
63780,note_on,12,0,2,,,,,,,,0,73,80,,
63792,note_on,0,0,4,,,,,,,,0,49,0,,
63792,note_on,185,0,4,,,,,,,,0,61,0,,
63792,note_on,192,0,1,,,,,,,,0,82,0,,
63792,note_on,0,0,1,,,,,,,,0,70,0,,
63828,note_on,0,0,3,,,,,,,,0,58,0,,
63828,note_on,48,0,3,,,,,,,,0,53,0,,
63828,note_on,48,0,2,,,,,,,,0,77,0,,
63828,note_on,0,0,2,,,,,,,,0,73,0,,
63840,note_on,48,0,1,,,,,,,,0,72,80,,
63840,note_on,48,0,4,,,,,,,,0,48,80,,
63840,note_on,0,0,1,,,,,,,,0,84,80,,
63840,note_on,0,0,4,,,,,,,,0,60,80,,
63841,control_change,1,0,4,,,,,,,,0,,,64,0
63852,control_change,11,0,4,,,,,,,,0,,,64,127
63900,note_on,0,0,3,,,,,,,,0,53,80,,
63900,note_on,72,0,2,,,,,,,,0,81,80,,
63900,note_on,0,0,2,,,,,,,,0,75,80,,
63900,note_on,72,0,3,,,,,,,,0,57,80,,
63948,note_on,0,0,3,,,,,,,,0,57,0,,
63948,note_on,48,0,3,,,,,,,,0,53,0,,
63948,note_on,0,0,2,,,,,,,,0,81,0,,
63948,note_on,48,0,2,,,,,,,,0,75,0,,
63960,note_on,12,0,2,,,,,,,,0,72,80,,
63960,note_on,12,0,3,,,,,,,,0,60,80,,
64008,note_on,48,0,2,,,,,,,,0,72,0,,
64008,note_on,48,0,3,,,,,,,,0,60,0,,
64020,note_on,0,0,3,,,,,,,,0,57,80,,
64020,note_on,0,0,2,,,,,,,,0,81,80,,
64020,note_on,12,0,3,,,,,,,,0,53,80,,
64020,note_on,12,0,2,,,,,,,,0,75,80,,
64032,note_on,192,0,1,,,,,,,,0,84,0,,
64032,note_on,180,0,4,,,,,,,,0,60,0,,
64032,note_on,0,0,4,,,,,,,,0,48,0,,
64032,note_on,0,0,1,,,,,,,,0,72,0,,
64068,note_on,48,0,3,,,,,,,,0,57,0,,
64068,note_on,0,0,2,,,,,,,,0,75,0,,
64068,note_on,0,0,3,,,,,,,,0,53,0,,
64068,note_on,48,0,2,,,,,,,,0,81,0,,
64080,note_on,48,0,4,,,,,,,,0,58,80,,
64080,note_on,0,0,1,,,,,,,,0,73,80,,
64080,note_on,0,0,4,,,,,,,,0,46,80,,
64080,note_on,48,0,1,,,,,,,,0,85,80,,
64081,control_change,1,0,4,,,,,,,,0,,,64,0
64101,control_change,20,0,4,,,,,,,,0,,,64,127
64140,note_on,72,0,2,,,,,,,,0,82,80,,
64140,note_on,0,0,2,,,,,,,,0,77,80,,
64140,note_on,72,0,3,,,,,,,,0,53,80,,
64140,note_on,0,0,3,,,,,,,,0,49,80,,
64188,note_on,48,0,3,,,,,,,,0,49,0,,
64188,note_on,0,0,2,,,,,,,,0,82,0,,
64188,note_on,0,0,3,,,,,,,,0,53,0,,
64188,note_on,48,0,2,,,,,,,,0,77,0,,
64200,note_on,12,0,3,,,,,,,,0,58,80,,
64200,note_on,12,0,2,,,,,,,,0,73,80,,
64248,note_on,48,0,3,,,,,,,,0,58,0,,
64248,note_on,48,0,2,,,,,,,,0,73,0,,
64260,note_on,12,0,2,,,,,,,,0,82,80,,
64260,note_on,0,0,3,,,,,,,,0,53,80,,
64260,note_on,0,0,2,,,,,,,,0,77,80,,
64260,note_on,12,0,3,,,,,,,,0,49,80,,
64272,note_on,171,0,4,,,,,,,,0,46,0,,
64272,note_on,192,0,1,,,,,,,,0,73,0,,
64272,note_on,0,0,1,,,,,,,,0,85,0,,
64272,note_on,0,0,4,,,,,,,,0,58,0,,
64308,note_on,0,0,2,,,,,,,,0,82,0,,
64308,note_on,48,0,2,,,,,,,,0,77,0,,
64308,note_on,48,0,3,,,,,,,,0,53,0,,
64308,note_on,0,0,3,,,,,,,,0,49,0,,
64320,note_on,0,0,1,,,,,,,,0,86,80,,
64320,note_on,0,0,4,,,,,,,,0,44,80,,
64320,note_on,0,0,4,,,,,,,,0,56,80,,
64320,control_change,48,0,4,,,,,,,,0,,,64,0
64320,note_on,48,0,1,,,,,,,,0,74,80,,
64322,set_tempo,14400,1,0,,,,,,670991,,,,,,
64376,control_change,56,0,4,,,,,,,,0,,,64,127
64380,note_on,0,0,3,,,,,,,,0,47,80,,
64380,note_on,72,0,2,,,,,,,,0,83,80,,
64380,note_on,0,0,2,,,,,,,,0,77,80,,
64380,note_on,0,0,3,,,,,,,,0,50,80,,
64380,note_on,72,0,3,,,,,,,,0,53,80,,
64428,note_on,48,0,2,,,,,,,,0,77,0,,
64428,note_on,0,0,3,,,,,,,,0,50,0,,
64428,note_on,0,0,3,,,,,,,,0,53,0,,
64428,note_on,48,0,3,,,,,,,,0,47,0,,
64428,note_on,0,0,2,,,,,,,,0,83,0,,
64440,note_on,12,0,2,,,,,,,,0,74,80,,
64440,note_on,12,0,3,,,,,,,,0,56,80,,
64488,note_on,48,0,3,,,,,,,,0,56,0,,
64488,note_on,48,0,2,,,,,,,,0,74,0,,
64500,note_on,0,0,3,,,,,,,,0,47,81,,
64500,note_on,0,0,3,,,,,,,,0,50,81,,
64500,note_on,12,0,2,,,,,,,,0,77,81,,
64500,note_on,12,0,3,,,,,,,,0,53,81,,
64500,note_on,0,0,2,,,,,,,,0,83,81,,
64501,set_tempo,179,1,0,,,,,,665484,,,,,,
64512,note_on,0,0,1,,,,,,,,0,74,0,,
64512,note_on,0,0,4,,,,,,,,0,44,0,,
64512,note_on,136,0,4,,,,,,,,0,56,0,,
64512,note_on,192,0,1,,,,,,,,0,86,0,,
64548,note_on,0,0,3,,,,,,,,0,53,0,,
64548,note_on,0,0,2,,,,,,,,0,77,0,,
64548,note_on,0,0,3,,,,,,,,0,50,0,,
64548,note_on,48,0,2,,,,,,,,0,83,0,,
64548,note_on,48,0,3,,,,,,,,0,47,0,,
64556,control_change,44,0,4,,,,,,,,0,,,64,0
64560,note_on,4,0,4,,,,,,,,0,43,87,,
64560,note_on,48,0,1,,,,,,,,0,87,88,,
64560,note_on,0,0,1,,,,,,,,0,75,88,,
64560,note_on,0,0,4,,,,,,,,0,55,87,,
64592,control_change,32,0,4,,,,,,,,0,,,64,127
64620,note_on,0,0,2,,,,,,,,0,79,84,,
64620,note_on,72,0,3,,,,,,,,0,51,84,,
64620,note_on,72,0,2,,,,,,,,0,82,84,,
64620,note_on,0,0,3,,,,,,,,0,46,84,,
64668,note_on,48,0,3,,,,,,,,0,46,0,,
64668,note_on,0,0,2,,,,,,,,0,82,0,,
64668,note_on,48,0,2,,,,,,,,0,79,0,,
64668,note_on,0,0,3,,,,,,,,0,51,0,,
64680,set_tempo,179,1,0,,,,,,660066,,,,,,
64680,note_on,12,0,3,,,,,,,,0,55,84,,
64680,note_on,12,0,2,,,,,,,,0,75,84,,
64728,note_on,48,0,3,,,,,,,,0,55,0,,
64728,note_on,48,0,2,,,,,,,,0,75,0,,
64740,note_on,0,0,2,,,,,,,,0,82,86,,
64740,note_on,12,0,2,,,,,,,,0,79,86,,
64740,note_on,12,0,3,,,,,,,,0,51,86,,
64740,note_on,0,0,3,,,,,,,,0,46,86,,
64752,note_on,0,0,4,,,,,,,,0,43,0,,
64752,note_on,0,0,1,,,,,,,,0,87,0,,
64752,note_on,192,0,1,,,,,,,,0,75,0,,
64752,note_on,160,0,4,,,,,,,,0,55,0,,
64788,note_on,0,0,2,,,,,,,,0,79,0,,
64788,note_on,48,0,3,,,,,,,,0,46,0,,
64788,note_on,0,0,3,,,,,,,,0,51,0,,
64788,note_on,48,0,2,,,,,,,,0,82,0,,
64789,control_change,37,0,4,,,,,,,,0,,,64,0
64800,note_on,11,0,4,,,,,,,,0,54,95,,
64800,note_on,48,0,1,,,,,,,,0,76,96,,
64800,note_on,0,0,1,,,,,,,,0,88,96,,
64800,note_on,0,0,4,,,,,,,,0,42,95,,
64828,control_change,28,0,4,,,,,,,,0,,,64,127
64859,set_tempo,179,1,0,,,,,,654736,,,,,,
64860,note_on,0,0,3,,,,,,,,0,49,88,,
64860,note_on,0,0,2,,,,,,,,0,85,88,,
64860,note_on,72,0,2,,,,,,,,0,82,88,,
64860,note_on,72,0,3,,,,,,,,0,46,88,,
64908,note_on,48,0,2,,,,,,,,0,85,0,,
64908,note_on,0,0,2,,,,,,,,0,82,0,,
64908,note_on,0,0,3,,,,,,,,0,46,0,,
64908,note_on,48,0,3,,,,,,,,0,49,0,,
64920,note_on,12,0,2,,,,,,,,0,76,89,,
64920,note_on,12,0,3,,,,,,,,0,54,89,,
64968,note_on,48,0,2,,,,,,,,0,76,0,,
64968,note_on,48,0,3,,,,,,,,0,54,0,,
64980,note_on,12,0,3,,,,,,,,0,49,90,,
64980,note_on,0,0,3,,,,,,,,0,46,90,,
64980,note_on,0,0,2,,,,,,,,0,85,90,,
64980,note_on,12,0,2,,,,,,,,0,82,90,,
64992,note_on,192,0,1,,,,,,,,0,88,0,,
64992,note_on,0,0,1,,,,,,,,0,76,0,,
64992,note_on,0,0,4,,,,,,,,0,54,0,,
64992,note_on,164,0,4,,,,,,,,0,42,0,,
65028,note_on,48,0,2,,,,,,,,0,85,0,,
65028,note_on,0,0,3,,,,,,,,0,49,0,,
65028,note_on,48,0,3,,,,,,,,0,46,0,,
65028,note_on,0,0,2,,,,,,,,0,82,0,,
65036,control_change,44,0,4,,,,,,,,0,,,64,0
65038,set_tempo,179,1,0,,,,,,649491,,,,,,
65040,note_on,4,0,4,,,,,,,,0,53,103,,
65040,note_on,0,0,1,,,,,,,,0,77,104,,
65040,note_on,0,0,4,,,,,,,,0,41,103,,
65040,note_on,48,0,1,,,,,,,,0,89,104,,
65072,control_change,32,0,4,,,,,,,,0,,,64,127
65100,note_on,72,0,3,,,,,,,,0,46,92,,
65100,note_on,72,0,2,,,,,,,,0,85,92,,
65100,note_on,0,0,2,,,,,,,,0,82,92,,
65100,note_on,0,0,3,,,,,,,,0,49,92,,
65148,note_on,0,0,2,,,,,,,,0,85,0,,
65148,note_on,48,0,2,,,,,,,,0,82,0,,
65148,note_on,48,0,3,,,,,,,,0,49,0,,
65148,note_on,0,0,3,,,,,,,,0,46,0,,
65160,note_on,12,0,2,,,,,,,,0,77,93,,
65160,note_on,12,0,3,,,,,,,,0,53,93,,
65208,note_on,48,0,2,,,,,,,,0,77,0,,
65208,note_on,48,0,3,,,,,,,,0,53,0,,
65217,set_tempo,179,1,0,,,,,,644330,,,,,,
65220,note_on,0,0,2,,,,,,,,0,85,95,,
65220,note_on,0,0,3,,,,,,,,0,49,95,,
65220,note_on,12,0,2,,,,,,,,0,82,95,,
65220,note_on,12,0,3,,,,,,,,0,46,95,,
65232,note_on,192,0,1,,,,,,,,0,77,0,,
65232,note_on,0,0,4,,,,,,,,0,53,0,,
65232,note_on,0,0,1,,,,,,,,0,89,0,,
65232,note_on,160,0,4,,,,,,,,0,41,0,,
65268,note_on,48,0,3,,,,,,,,0,49,0,,
65268,note_on,0,0,2,,,,,,,,0,82,0,,
65268,note_on,0,0,3,,,,,,,,0,46,0,,
65268,note_on,48,0,2,,,,,,,,0,85,0,,
65280,note_on,48,0,4,,,,,,,,0,52,110,,
65280,note_on,0,0,4,,,,,,,,0,40,110,,
65280,note_on,48,0,1,,,,,,,,0,91,112,,
65280,note_on,0,0,1,,,,,,,,0,79,112,,
65284,control_change,4,0,4,,,,,,,,0,,,64,0
65326,control_change,42,0,4,,,,,,,,0,,,64,127
65340,note_on,0,0,3,,,,,,,,0,46,96,,
65340,note_on,0,0,3,,,,,,,,0,49,96,,
65340,note_on,0,0,2,,,,,,,,0,85,96,,
65340,note_on,72,0,2,,,,,,,,0,82,96,,
65340,note_on,72,0,3,,,,,,,,0,43,96,,
65388,note_on,0,0,2,,,,,,,,0,82,0,,
65388,note_on,48,0,2,,,,,,,,0,85,0,,
65388,note_on,0,0,3,,,,,,,,0,46,0,,
65388,note_on,0,0,3,,,,,,,,0,43,0,,
65388,note_on,48,0,3,,,,,,,,0,49,0,,
65396,set_tempo,179,1,0,,,,,,639250,,,,,,
65400,note_on,12,0,2,,,,,,,,0,79,98,,
65400,note_on,12,0,3,,,,,,,,0,52,98,,
65448,note_on,48,0,2,,,,,,,,0,79,0,,
65448,note_on,48,0,3,,,,,,,,0,52,0,,
65460,note_on,0,0,3,,,,,,,,0,49,99,,
65460,note_on,0,0,3,,,,,,,,0,46,99,,
65460,note_on,12,0,3,,,,,,,,0,43,99,,
65460,note_on,0,0,2,,,,,,,,0,85,99,,
65460,note_on,12,0,2,,,,,,,,0,82,99,,
65472,note_on,146,0,4,,,,,,,,0,40,0,,
65472,note_on,0,0,4,,,,,,,,0,52,0,,
65472,note_on,192,0,1,,,,,,,,0,79,0,,
65472,note_on,0,0,1,,,,,,,,0,91,0,,
65508,note_on,0,0,2,,,,,,,,0,82,0,,
65508,note_on,0,0,3,,,,,,,,0,43,0,,
65508,note_on,0,0,3,,,,,,,,0,46,0,,
65508,note_on,48,0,3,,,,,,,,0,49,0,,
65508,note_on,48,0,2,,,,,,,,0,85,0,,
65520,note_on,48,0,1,,,,,,,,0,93,120,,
65520,note_on,0,0,4,,,,,,,,0,39,118,,
65520,note_on,48,0,4,,,,,,,,0,51,118,,
65520,note_on,0,0,1,,,,,,,,0,81,120,,
65527,control_change,7,0,4,,,,,,,,0,,,64,0
65555,control_change,28,0,4,,,,,,,,0,,,64,127
65574,set_tempo,178,1,0,,,,,,634249,,,,,,
65580,note_on,72,0,2,,,,,,,,0,90,101,,
65580,note_on,72,0,3,,,,,,,,0,48,101,,
65580,note_on,0,0,2,,,,,,,,0,84,101,,
65580,note_on,0,0,3,,,,,,,,0,42,101,,
65580,note_on,0,0,3,,,,,,,,0,45,101,,
65628,note_on,0,0,3,,,,,,,,0,42,0,,
65628,note_on,0,0,3,,,,,,,,0,48,0,,
65628,note_on,48,0,3,,,,,,,,0,45,0,,
65628,note_on,0,0,2,,,,,,,,0,90,0,,
65628,note_on,48,0,2,,,,,,,,0,84,0,,
65640,note_on,12,0,3,,,,,,,,0,51,102,,
65640,note_on,12,0,2,,,,,,,,0,81,102,,
65688,note_on,48,0,3,,,,,,,,0,51,0,,
65688,note_on,48,0,2,,,,,,,,0,81,0,,
65700,note_on,0,0,2,,,,,,,,0,90,104,,
65700,note_on,0,0,3,,,,,,,,0,45,104,,
65700,note_on,12,0,3,,,,,,,,0,48,104,,
65700,note_on,12,0,2,,,,,,,,0,84,104,,
65700,note_on,0,0,3,,,,,,,,0,42,104,,
65712,note_on,192,0,1,,,,,,,,0,81,0,,
65712,note_on,157,0,4,,,,,,,,0,39,0,,
65712,note_on,0,0,4,,,,,,,,0,51,0,,
65712,note_on,0,0,1,,,,,,,,0,93,0,,
65748,note_on,0,0,3,,,,,,,,0,48,0,,
65748,note_on,0,0,3,,,,,,,,0,45,0,,
65748,note_on,48,0,2,,,,,,,,0,90,0,,
65748,note_on,48,0,3,,,,,,,,0,42,0,,
65748,note_on,0,0,2,,,,,,,,0,84,0,,
65753,set_tempo,179,1,0,,,,,,629327,,,,,,
65760,note_on,48,0,4,,,,,,,,0,49,120,,
65760,note_on,0,0,4,,,,,,,,0,37,120,,
65760,note_on,0,0,1,,,,,,,,0,94,120,,
65760,control_change,0,0,4,,,,,,,,0,,,64,0
65760,note_on,48,0,1,,,,,,,,0,82,120,,
65786,control_change,26,0,4,,,,,,,,0,,,64,127
65820,note_on,72,0,3,,,,,,,,0,41,104,,
65820,note_on,0,0,2,,,,,,,,0,89,104,,
65820,note_on,0,0,3,,,,,,,,0,46,104,,
65820,note_on,72,0,2,,,,,,,,0,85,104,,
65868,note_on,48,0,3,,,,,,,,0,46,0,,
65868,note_on,0,0,3,,,,,,,,0,41,0,,
65868,note_on,48,0,2,,,,,,,,0,89,0,,
65868,note_on,0,0,2,,,,,,,,0,85,0,,
65880,note_on,12,0,2,,,,,,,,0,82,104,,
65880,note_on,12,0,3,,,,,,,,0,49,104,,
65928,note_on,48,0,2,,,,,,,,0,82,0,,
65928,note_on,48,0,3,,,,,,,,0,49,0,,
65940,note_on,12,0,3,,,,,,,,0,46,104,,
65940,note_on,0,0,2,,,,,,,,0,89,104,,
65940,note_on,0,0,3,,,,,,,,0,41,104,,
65940,note_on,12,0,2,,,,,,,,0,85,104,,
65952,note_on,0,0,1,,,,,,,,0,82,0,,
65952,note_on,192,0,1,,,,,,,,0,94,0,,
65952,note_on,166,0,4,,,,,,,,0,37,0,,
65952,note_on,0,0,4,,,,,,,,0,49,0,,
65988,note_on,0,0,2,,,,,,,,0,85,0,,
65988,note_on,0,0,3,,,,,,,,0,46,0,,
65988,note_on,48,0,3,,,,,,,,0,41,0,,
65988,note_on,48,0,2,,,,,,,,0,89,0,,
65998,control_change,46,0,4,,,,,,,,0,,,64,0
66000,note_on,2,0,4,,,,,,,,0,34,120,,
66000,note_on,48,0,1,,,,,,,,0,85,120,,
66000,note_on,0,0,4,,,,,,,,0,46,120,,
66000,note_on,0,0,1,,,,,,,,0,97,120,,
66018,control_change,18,0,4,,,,,,,,0,,,64,127
66040,note_on,52,0,2,,,,,,,,0,88,104,,
66040,note_on,0,0,2,,,,,,,,0,91,104,,
66040,note_on,52,0,3,,,,,,,,0,40,104,,
66040,note_on,0,0,3,,,,,,,,0,43,104,,
66072,note_on,0,0,2,,,,,,,,0,88,0,,
66072,note_on,0,0,3,,,,,,,,0,40,0,,
66072,note_on,32,0,3,,,,,,,,0,43,0,,
66072,note_on,32,0,2,,,,,,,,0,91,0,,
66080,note_on,8,0,2,,,,,,,,0,85,104,,
66080,note_on,8,0,3,,,,,,,,0,46,104,,
66112,note_on,32,0,3,,,,,,,,0,46,0,,
66112,note_on,32,0,2,,,,,,,,0,85,0,,
66120,note_on,0,0,3,,,,,,,,0,40,105,,
66120,note_on,8,0,2,,,,,,,,0,91,105,,
66120,note_on,8,0,3,,,,,,,,0,43,105,,
66120,note_on,0,0,2,,,,,,,,0,88,105,,
66152,note_on,32,0,3,,,,,,,,0,40,0,,
66152,note_on,0,0,2,,,,,,,,0,91,0,,
66152,note_on,0,0,3,,,,,,,,0,43,0,,
66152,note_on,32,0,2,,,,,,,,0,88,0,,
66160,note_on,8,0,2,,,,,,,,0,85,105,,
66160,note_on,8,0,3,,,,,,,,0,46,105,,
66192,note_on,0,0,4,,,,,,,,0,34,0,,
66192,note_on,192,0,1,,,,,,,,0,97,0,,
66192,note_on,32,0,3,,,,,,,,0,46,0,,
66192,note_on,174,0,4,,,,,,,,0,46,0,,
66192,note_on,0,0,1,,,,,,,,0,85,0,,
66192,note_on,32,0,2,,,,,,,,0,85,0,,
66200,note_on,8,0,2,,,,,,,,0,88,105,,
66200,note_on,8,0,3,,,,,,,,0,40,105,,
66200,note_on,0,0,2,,,,,,,,0,91,105,,
66200,note_on,0,0,3,,,,,,,,0,43,105,,
66232,note_on,32,0,3,,,,,,,,0,43,0,,
66232,note_on,32,0,2,,,,,,,,0,91,0,,
66232,note_on,0,0,2,,,,,,,,0,88,0,,
66232,note_on,0,0,3,,,,,,,,0,40,0,,
66240,note_on,48,0,1,,,,,,,,0,96,120,,
66240,note_on,0,0,4,,,,,,,,0,36,120,,
66240,note_on,0,0,1,,,,,,,,0,84,120,,
66240,note_on,48,0,4,,,,,,,,0,48,120,,
66244,control_change,4,0,4,,,,,,,,0,,,64,0
66260,control_change,16,0,4,,,,,,,,0,,,64,127
66280,note_on,0,0,2,,,,,,,,0,91,106,,
66280,note_on,0,0,3,,,,,,,,0,43,106,,
66280,note_on,48,0,2,,,,,,,,0,88,106,,
66280,note_on,48,0,3,,,,,,,,0,40,106,,
66312,note_on,32,0,2,,,,,,,,0,91,0,,
66312,note_on,0,0,2,,,,,,,,0,88,0,,
66312,note_on,0,0,3,,,,,,,,0,40,0,,
66312,note_on,32,0,3,,,,,,,,0,43,0,,
66320,note_on,8,0,2,,,,,,,,0,84,106,,
66320,note_on,8,0,3,,,,,,,,0,48,106,,
66352,note_on,32,0,2,,,,,,,,0,84,0,,
66352,note_on,32,0,3,,,,,,,,0,48,0,,
66360,note_on,0,0,2,,,,,,,,0,91,107,,
66360,note_on,8,0,2,,,,,,,,0,88,107,,
66360,note_on,8,0,3,,,,,,,,0,43,107,,
66360,note_on,0,0,3,,,,,,,,0,40,107,,
66392,note_on,0,0,3,,,,,,,,0,43,0,,
66392,note_on,32,0,3,,,,,,,,0,40,0,,
66392,note_on,32,0,2,,,,,,,,0,91,0,,
66392,note_on,0,0,2,,,,,,,,0,88,0,,
66400,note_on,8,0,3,,,,,,,,0,48,107,,
66400,note_on,8,0,2,,,,,,,,0,84,107,,
66432,note_on,32,0,2,,,,,,,,0,84,0,,
66432,note_on,192,0,1,,,,,,,,0,84,0,,
66432,note_on,32,0,3,,,,,,,,0,48,0,,
66432,note_on,0,0,1,,,,,,,,0,96,0,,
66432,note_on,0,0,4,,,,,,,,0,48,0,,
66432,note_on,172,0,4,,,,,,,,0,36,0,,
66440,note_on,8,0,2,,,,,,,,0,91,107,,
66440,note_on,0,0,3,,,,,,,,0,40,107,,
66440,note_on,0,0,2,,,,,,,,0,88,107,,
66440,note_on,8,0,3,,,,,,,,0,43,107,,
66472,note_on,32,0,2,,,,,,,,0,88,0,,
66472,note_on,0,0,3,,,,,,,,0,43,0,,
66472,note_on,0,0,2,,,,,,,,0,91,0,,
66472,note_on,32,0,3,,,,,,,,0,40,0,,
66480,note_on,48,0,4,,,,,,,,0,37,120,,
66480,note_on,0,0,1,,,,,,,,0,82,120,,
66480,note_on,48,0,1,,,,,,,,0,94,120,,
66480,note_on,0,0,4,,,,,,,,0,49,120,,
66482,control_change,2,0,4,,,,,,,,0,,,64,0
66500,control_change,18,0,4,,,,,,,,0,,,64,127
66520,note_on,48,0,2,,,,,,,,0,88,108,,
66520,note_on,0,0,3,,,,,,,,0,43,108,,
66520,note_on,0,0,2,,,,,,,,0,91,108,,
66520,note_on,48,0,3,,,,,,,,0,40,108,,
66552,note_on,0,0,3,,,,,,,,0,40,0,,
66552,note_on,32,0,2,,,,,,,,0,91,0,,
66552,note_on,32,0,3,,,,,,,,0,43,0,,
66552,note_on,0,0,2,,,,,,,,0,88,0,,
66560,note_on,8,0,2,,,,,,,,0,82,108,,
66560,note_on,8,0,3,,,,,,,,0,49,108,,
66592,note_on,32,0,3,,,,,,,,0,49,0,,
66592,note_on,32,0,2,,,,,,,,0,82,0,,
66600,note_on,8,0,3,,,,,,,,0,40,108,,
66600,note_on,8,0,2,,,,,,,,0,91,108,,
66600,note_on,0,0,3,,,,,,,,0,43,108,,
66600,note_on,0,0,2,,,,,,,,0,88,108,,
66632,note_on,32,0,3,,,,,,,,0,43,0,,
66632,note_on,0,0,2,,,,,,,,0,91,0,,
66632,note_on,32,0,2,,,,,,,,0,88,0,,
66632,note_on,0,0,3,,,,,,,,0,40,0,,
66640,note_on,8,0,3,,,,,,,,0,49,108,,
66640,note_on,8,0,2,,,,,,,,0,82,108,,
66672,note_on,32,0,3,,,,,,,,0,49,0,,
66672,note_on,0,0,1,,,,,,,,0,94,0,,
66672,note_on,0,0,4,,,,,,,,0,37,0,,
